"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"matvaretabellen.no","matvaretabellen.no","http://matvaretabellen.no","","Mattilsynet","","No","dotgov","No","No","No","","","","","","No"
"md.dep.no","md.dep.no","http://md.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"mdt.no","mdt.no","http://mdt.no","","Norsk Folkemuseum","","Yes","dotgov","No","No","No","","","","","","No"
"meddommerutvalg.no","meddommerutvalg.no","https://www.meddommerutvalg.no","","Domstolene I Norge","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"medgen.no","medgen.no","http://medgen.no","","Helse Bergen Hf","","Yes","dotgov","No","No","No","","","","","","No"
"mediadesk.no","mediadesk.no","http://mediadesk.no","","Norsk Filminstitutt","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"mediastudent.no","mediastudent.no","http://mediastudent.no","","Høgskolen I Nord-Trøndelag","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"mediatilsynet.no","mediatilsynet.no","http://mediatilsynet.no","","Medietilsynet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"medicalimaging.no","medicalimaging.no","http://medicalimaging.no","","Norges Teknisk-Naturvitenskapelige Universitet Ntnu","","Yes","dotgov","No","No","No","","","","","","No"
"medicinesfromabroad.no","medicinesfromabroad.no","http://medicinesfromabroad.no","","Statens Legemiddelverk","","Yes","dotgov","No","No","No","","","","","","No"
"medieby.no","medieby.no","http://medieby.no","","Medietilsynet","","No","dotgov","No","No","No","","","","","","No"
"mediefag.no","mediefag.no","http://mediefag.no","","Høgskolen I Hedmark","","Yes","dotgov","No","No","No","","","","","","No"
"mediekonferansen.no","mediekonferansen.no","http://mediekonferansen.no","","Medietilsynet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"medieregisteret.no","medieregisteret.no","http://medieregisteret.no","","Medietilsynet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mediesenteret.no","mediesenteret.no","http://mediesenteret.no","","Høgskolen I Bergen","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mediestudent.no","mediestudent.no","http://mediestudent.no","","Høgskolen I Nord-Trøndelag","","No","dotgov","No","No","No","","","","","","No"
"medietilsynet.no","medietilsynet.no","http://www.medietilsynet.no","","Medietilsynet","","No","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"medikamentregning.no","medikamentregning.no","http://medikamentregning.no","","Høgskolen I Gjøvik","","No","dotgov","No","No","No","","","","","","No"
"medinsight.no","medinsight.no","http://medinsight.no","","Oslo Universitetssykehus Hf","","No","dotgov","No","No","No","","","","","","No"
"mednytt.no","mednytt.no","http://mednytt.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"medvirkning.no","medvirkning.no","http://medvirkning.no","","Høgskolen I Østfold","","No","dotgov","No","No","No","","","","","","No"
"meldetilbarnevernet.no","meldetilbarnevernet.no","http://meldetilbarnevernet.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"meltzerfondet.no","meltzerfondet.no","http://meltzerfondet.no","","Universitetet I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"menighetogmisjon.no","menighetogmisjon.no","http://menighetogmisjon.no","","Kirkerådet","","Yes","dotgov","No","No","No","","","","","","No"
"mentor-a.no","mentor-a.no","http://mentor-a.no","","Universitetet I Agder","","Yes","dotgov","No","No","No","","","","","","No"
"meop.no","meop.no","http://meop.no","","Norsk Polarinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"merchantsandmissionaries.no","merchantsandmissionaries.no","http://merchantsandmissionaries.no","","Universitetet I Bergen","","No","dotgov","No","No","No","","","","","","No"
"merkeregisteret.no","merkeregisteret.no","http://merkeregisteret.no","","Patentstyret","","Yes","dotgov","No","No","No","","","","","","No"
"mesterbrev.no","mesterbrev.no","http://www.mesterbrev.no","","Mesterbrevnemnda","","No","dotgov","No","No","No","","","","","","No"
"mesterbrevene.no","mesterbrevene.no","http://mesterbrevene.no","","Vea - Statens Fagskole For Gartnere og Blomsterdekoratører","","Yes","dotgov","No","No","No","","","","","","No"
"mesterbrevet.no","mesterbrevet.no","http://mesterbrevet.no","","Vea - Statens Fagskole For Gartnere og Blomsterdekoratører","","Yes","dotgov","No","No","No","","","","","","No"
"mesterbrevnemnda.no","mesterbrevnemnda.no","https://www.mesterbrevnemnda.no","","Mesterbrevnemnda","","No","dotgov","No","Yes","No","No","Yes","Yes","No","Yes","No"
"mesterregisteret.no","mesterregisteret.no","http://mesterregisteret.no","","Mesterbrevnemnda","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mestrerus.no","mestrerus.no","http://mestrerus.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mestring.no","mestring.no","https://mestring.no","","Oslo Universitetssykehus Hf","","No","dotgov","No","Yes","No","","","","","","No"
"mestringforalle.no","mestringforalle.no","http://mestringforalle.no","","Sørlandet Sykehus Hf","","No","dotgov","No","No","No","","","","","","No"
"met.no","met.no","https://www.met.no","","Meteorologisk Institutt","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"metochi.no","metochi.no","http://metochi.no","","Universitetet I Agder","","Yes","dotgov","No","No","No","","","","","","No"
"metodevarsel.no","metodevarsel.no","http://metodevarsel.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"metodevurdering.no","metodevurdering.no","http://metodevurdering.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"mfa.no","mfa.no","http://mfa.no","","Utenriksdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"mfm.no","mfm.no","http://www.mfm.no","","Høgskolen I Molde","","Yes","dotgov","No","No","No","","","","","","No"
"mfr.no","mfr.no","http://mfr.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","No","No","No","","","","","","No"
"mhfa.no","mhfa.no","http://mhfa.no","","Høgskolen I Bergen","","No","dotgov","No","No","No","","","","","","No"
"midlabs.no","midlabs.no","http://www.midlabs.no","","Høgskulen I Volda","","No","dotgov","No","No","No","","","","","","No"
"migration.no","migration.no","http://migration.no","","Justis- og Beredskapsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"mil.no","mil.no","http://mil.no","","Forsvaret","","Yes","dotgov","No","No","No","","","","","","No"
"miljo.no","miljo.no","http://miljo.no","","Klima- og Miljødepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"miljobehandling.no","miljobehandling.no","http://miljobehandling.no","","Høgskolen I Nord-Trøndelag","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"miljoblikk.no","miljoblikk.no","http://miljoblikk.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljodir.no","miljodir.no","http://www.miljodir.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"miljodirektorat.no","miljodirektorat.no","http://miljodirektorat.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"miljodirektoratet.no","miljodirektoratet.no","http://www.miljodirektoratet.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljodirvideo.no","miljodirvideo.no","http://miljodirvideo.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljojournalistene.no","miljojournalistene.no","http://miljojournalistene.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljoklagenemnda.no","miljoklagenemnda.no","http://miljoklagenemnda.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljokommune.no","miljokommune.no","http://www.miljokommune.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljokrim.no","miljokrim.no","https://www.miljokrim.no","","Økokrim","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"miljomal.no","miljomal.no","http://miljomal.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"miljoplan.no","miljoplan.no","https://miljoplan.no","","Landbruksdirektoratet","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"miljoprogram.no","miljoprogram.no","https://miljoprogram.no","","Landbruksdirektoratet","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"miljoprovebanken.no","miljoprovebanken.no","https://miljoprovebanken.no","","Miljødirektoratet","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"miljostatus.no","miljostatus.no","http://www.miljostatus.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljotall.no","miljotall.no","http://miljotall.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljoteknologi.no","miljoteknologi.no","http://www.miljoteknologi.no","","Innovasjon Norge","","No","dotgov","No","No","No","","","","","","No"
"miljovedtak.no","miljovedtak.no","https://miljovedtak.no","","Miljødirektoratet","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"miljovedtaksregister.no","miljovedtaksregister.no","http://miljovedtaksregister.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"miljovedtaksregisteret.no","miljovedtaksregisteret.no","https://miljovedtaksregisteret.no","","Miljødirektoratet","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"miljovennligbil.no","miljovennligbil.no","http://www.miljovennligbil.no","","Statens Vegvesen","","Yes","dotgov","No","No","No","","","","","","No"
"miljoverndepartementet.no","miljoverndepartementet.no","http://miljoverndepartementet.no","","Klima- og Miljødepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"miljovernfond.no","miljovernfond.no","http://miljovernfond.no","","Sysselmannen På Svalbard","","Yes","dotgov","No","No","No","","","","","","No"
"miljovernfondet.no","miljovernfondet.no","http://miljovernfondet.no","","Svalbards Miljøvernfond","","Yes","dotgov","No","No","No","","","","","","No"
"miljovernministeren.no","miljovernministeren.no","http://miljovernministeren.no","","Klima- og Miljødepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"millstone.no","millstone.no","http://millstone.no","","Norges Geologiske Undersøkelse","","No","dotgov","No","No","No","","","","","","No"
"milmedfag.no","milmedfag.no","http://milmedfag.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"minconnect.no","minconnect.no","http://minconnect.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mine-resepter.no","mine-resepter.no","http://mine-resepter.no","","Helsedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"minehelseopplysninger.no","minehelseopplysninger.no","http://minehelseopplysninger.no","","Helsedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"minenergi.no","minenergi.no","http://minenergi.no","","Enova Sf","","Yes","dotgov","No","No","No","","","","","","No"
"mineralforvaltning.no","mineralforvaltning.no","http://mineralforvaltning.no","","Direktoratet For Mineralforvaltning Med Bergmesteren For Svalbard","","Yes","dotgov","No","No","No","","","","","","No"
"minereseptar.no","minereseptar.no","http://minereseptar.no","","Helsedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"mineresepter.no","mineresepter.no","https://www.mineresepter.no","","Helsedirektoratet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"minetegn.no","minetegn.no","https://www.minetegn.no","","Statped","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"minfeide.no","minfeide.no","https://minfeide.no","","Senter For Ikt I Utdanningen","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"minhelsedagbok.no","minhelsedagbok.no","http://minhelsedagbok.no","","Universitetssykehuset Nord-Norge Hf","","No","dotgov","No","No","No","","","","","","No"
"minhelseinformasjon.no","minhelseinformasjon.no","http://minhelseinformasjon.no","","Helsedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"minhelseportal.no","minhelseportal.no","http://minhelseportal.no","","Helsedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"mini-hta.no","mini-hta.no","http://mini-hta.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","No","dotgov","No","No","No","","","","","","No"
"mini-metodevurdering.no","mini-metodevurdering.no","http://mini-metodevurdering.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"minidoffin.no","minidoffin.no","http://www.minidoffin.no","","Departementenes Sikkerhets- og Serviceorganisasjon (Dss)","","Yes","dotgov","No","No","No","","","","","","No"
"minihta.no","minihta.no","http://minihta.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"minimetodevurdering.no","minimetodevurdering.no","http://minimetodevurdering.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"ministeren.no","ministeren.no","http://ministeren.no","","Statsministerens Kontor","","No","dotgov","No","No","No","","","","","","No"
"ministryofenvironment.no","ministryofenvironment.no","http://www.ministryofenvironment.no","","Klima- og Miljødepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"miniting.no","miniting.no","http://www.miniting.no","","Stortinget","","No","dotgov","No","No","No","","","","","","No"
"minjournal.no","minjournal.no","http://www.minjournal.no","","Oslo Universitetssykehus Hf","","No","dotgov","No","No","Yes","No","Yes","No","No","No","No"
"minneseremoni.no","minneseremoni.no","http://minneseremoni.no","","Kulturdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"minnested.no","minnested.no","http://minnested.no","","Kunst I Offentlige Rom Koro","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"minnesteder.no","minnesteder.no","http://minnesteder.no","","Kunst I Offentlige Rom Koro","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"minsak.no","minsak.no","https://minsak.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"minside.no","minside.no","http://minside.no","","Direktoratet For Forvaltning og Ikt","","No","dotgov","No","No","No","","","","","","No"
"minstemaal.no","minstemaal.no","http://minstemaal.no","","Fiskeridirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"minstemme.no","minstemme.no","http://www.minstemme.no","","Senter For Ikt I Utdanningen","","No","dotgov","No","No","No","","","","","","No"
"minutdanning.no","minutdanning.no","http://www.minutdanning.no","","Høgskulen I Sogn og Fjordane","","Yes","dotgov","No","No","No","","","","","","No"
"mipst.no","mipst.no","http://www.mipst.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"misak.no","misak.no","https://misak.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"miside.no","miside.no","http://miside.no","","Direktoratet For Forvaltning og Ikt","","No","dotgov","No","No","No","","","","","","No"
"mistemme.no","mistemme.no","http://www.mistemme.no","","Senter For Ikt I Utdanningen","","Yes","dotgov","No","No","No","","","","","","No"
"mitthaukeland.no","mitthaukeland.no","http://mitthaukeland.no","","Helse Bergen Hf","","Yes","dotgov","No","No","No","","","","","","No"
"mittlivsabc.no","mittlivsabc.no","https://mittlivsabc.no","","Høgskolen I Sør-Trøndelag","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"mmooc.no","mmooc.no","http://mmooc.no","","Senter For Ikt I Utdanningen","","No","dotgov","No","No","No","","","","","","No"
"mobilrontgen.no","mobilrontgen.no","http://mobilrontgen.no","","Akershus Universitetssykehus Hf","","No","dotgov","No","No","No","","","","","","No"
"mod.dep.no","mod.dep.no","http://mod.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"mod.no","mod.no","http://mod.no","","Forsvarsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"moldesykepleier.no","moldesykepleier.no","http://moldesykepleier.no","","Høgskolen I Molde","","No","dotgov","No","No","No","","","","","","No"
"molekult.no","molekult.no","http://molekult.no","","Utdanningsdirektoratet","","No","dotgov","No","No","No","","","","","","No"
"momskompensasjon.no","momskompensasjon.no","http://momskompensasjon.no","","Lotteri- og Stiftelsestilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"moodleforum.no","moodleforum.no","http://moodleforum.no","","Universitetet I Bergen","","No","dotgov","No","No","No","","","","","","No"
"morbarn.no","morbarn.no","http://morbarn.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"morsmal.no","morsmal.no","http://morsmal.no","","Utdanningsdirektoratet","","No","dotgov","No","No","No","","","","","","No"
"mot2020.no","mot2020.no","http://mot2020.no","","Rogaland Teater AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mrsa.no","mrsa.no","http://mrsa.no","","Oslo Universitetssykehus Hf","","No","dotgov","No","No","No","","","","","","No"
"ms-kompetansesenter.no","ms-kompetansesenter.no","http://ms-kompetansesenter.no","","Helse Bergen Hf","","Yes","dotgov","No","No","No","","","","","","No"
"msis.no","msis.no","http://msis.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","No","No","No","","","","","","No"
"mspolstjerna.no","mspolstjerna.no","http://mspolstjerna.no","","Universitetet I Tromsø - Norges Arktiske Universitet","","Yes","dotgov","No","No","No","","","","","","No"
"mtb.no","mtb.no","http://mtb.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"muni.no","muni.no","http://muni.no","","Universitetet I Nordland","","No","dotgov","No","No","No","","","","","","No"
"museumit.no","museumit.no","http://museumit.no","","Norsk Folkemuseum","","No","dotgov","No","No","No","","","","","","No"
"museumsit.no","museumsit.no","https://museumsit.no","","Norsk Folkemuseum","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"musikkarv.no","musikkarv.no","http://musikkarv.no","","Universitetet I Oslo","","No","dotgov","No","No","No","","","","","","No"
"musikkarven.no","musikkarven.no","http://www.musikkarven.no","","Universitetet I Oslo","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"musikkbasertmiljobehandling.no","musikkbasertmiljobehandling.no","https://musikkbasertmiljobehandling.no","","Høgskolen I Nord-Trøndelag","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"muskelregisteret.no","muskelregisteret.no","http://muskelregisteret.no","","Universitetssykehuset Nord-Norge Hf","","Yes","dotgov","No","No","No","","","","","","No"
"mydnabarcode.no","mydnabarcode.no","http://mydnabarcode.no","","Norges Teknisk-Naturvitenskapelige Universitet Ntnu","","No","dotgov","No","No","No","","","","","","No"
"myrasykkelgard.no","myrasykkelgard.no","http://www.myrasykkelgard.no","","Statens Vegvesen","","No","dotgov","No","No","No","","","","","","No"
"n-kom.no","n-kom.no","http://n-kom.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"nakkeryggreg.no","nakkeryggreg.no","http://nakkeryggreg.no","","Universitetssykehuset Nord-Norge Hf","","Yes","dotgov","No","No","No","","","","","","No"
"nakm.no","nakm.no","http://nakm.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"nakmi.no","nakmi.no","http://www.nakmi.no","","Oslo Universitetssykehus Hf","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nakom.no","nakom.no","http://nakom.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"naku.no","naku.no","https://naku.no","","Høgskolen I Sør-Trøndelag","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"namsfogd.no","namsfogd.no","http://namsfogd.no","","Politiets Fellestjenester","","Yes","dotgov","No","No","No","","","","","","No"
"namsfogden.no","namsfogden.no","http://namsfogden.no","","Politiets Fellestjenester","","Yes","dotgov","No","No","No","","","","","","No"
"namsmann.no","namsmann.no","http://namsmann.no","","Politiets Fellestjenester","","Yes","dotgov","No","No","No","","","","","","No"
"namsmannen.no","namsmannen.no","http://namsmannen.no","","Politiets Fellestjenester","","Yes","dotgov","No","No","No","","","","","","No"
"namsskogan-fjellstyre.no","namsskogan-fjellstyre.no","http://namsskogan-fjellstyre.no","","Namsskogan Fjellstyre","","No","dotgov","No","No","No","","","","","","No"
"nansen-amundsen.no","nansen-amundsen.no","http://nansen-amundsen.no","","Norsk Polarinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"nansenamundsen.no","nansenamundsen.no","http://www.nansenamundsen.no","","Norsk Polarinstitutt","","No","dotgov","No","No","No","","","","","","No"
"nansenamundsen2011.no","nansenamundsen2011.no","http://nansenamundsen2011.no","","Norsk Polarinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"nap.no","nap.no","http://www.nap.no","","Arkitektur og Designhøgskolen I Oslo Aho","","Yes","dotgov","No","No","No","","","","","","No"
"narec.no","narec.no","http://www.narec.no","","Universitetet I Nordland","","No","dotgov","No","No","No","","","","","","No"
"narma.no","narma.no","http://narma.no","","Universitetet I Tromsø - Norges Arktiske Universitet","","No","dotgov","No","No","No","","","","","","No"
"narvik-sykehus.no","narvik-sykehus.no","http://narvik-sykehus.no","","Universitetssykehuset Nord-Norge Hf","","Yes","dotgov","No","No","No","","","","","","No"
"nascence.no","nascence.no","http://nascence.no","","Norges Teknisk-Naturvitenskapelige Universitet Ntnu","","No","dotgov","No","No","No","","","","","","No"
"nasjkomp.no","nasjkomp.no","http://nasjkomp.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonal-kommunikasjonsmyndighet.no","nasjonal-kommunikasjonsmyndighet.no","http://nasjonal-kommunikasjonsmyndighet.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"nasjonalarkivaren.no","nasjonalarkivaren.no","http://nasjonalarkivaren.no","","Arkivverket","","No","dotgov","No","No","No","","","","","","No"
"nasjonalballetten.no","nasjonalballetten.no","http://nasjonalballetten.no","","Den Norske Opera & Ballett AS","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonalbibliografi.no","nasjonalbibliografi.no","http://nasjonalbibliografi.no","","Nasjonalbiblioteket","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonalbiblioteket.no","nasjonalbiblioteket.no","http://nasjonalbiblioteket.no","","Nasjonalbiblioteket","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonalbudsjett.no","nasjonalbudsjett.no","http://nasjonalbudsjett.no","","Finansdepartementet","","No","dotgov","No","No","No","","","","","","No"
"nasjonalefestningsverk.no","nasjonalefestningsverk.no","http://nasjonalefestningsverk.no","","Forsvarsbygg","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonaleminoriteter.no","nasjonaleminoriteter.no","http://nasjonaleminoriteter.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonalikt.no","nasjonalikt.no","https://nasjonalikt.no","","Nasjonal Ikt Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"nasjonalkommunikasjonsmyndighet.no","nasjonalkommunikasjonsmyndighet.no","http://nasjonalkommunikasjonsmyndighet.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"nasjonalkoordineringsenhet.no","nasjonalkoordineringsenhet.no","http://nasjonalkoordineringsenhet.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nasjonalparkkommune.no","nasjonalparkkommune.no","http://nasjonalparkkommune.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"nasjonalparklandsby.no","nasjonalparklandsby.no","http://nasjonalparklandsby.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"nasjonalparkoperator.no","nasjonalparkoperator.no","http://nasjonalparkoperator.no","","Miljødirektoratet","","No","dotgov","No","No","No","","","","","","No"
"nasjonalparksenter.no","nasjonalparksenter.no","http://nasjonalparksenter.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nasjonalressurs.no","nasjonalressurs.no","http://www.nasjonalressurs.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonalressurser.no","nasjonalressurser.no","http://www.nasjonalressurser.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonalteateret.no","nasjonalteateret.no","http://nasjonalteateret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nasjonalteatret.no","nasjonalteatret.no","http://nasjonalteatret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nasjonaltfagskoleraad.no","nasjonaltfagskoleraad.no","http://www.nasjonaltfagskoleraad.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","Yes","dotgov","No","No","No","No","Yes","No","No","No","No"
"nasjonaltheateret.no","nasjonaltheateret.no","http://nasjonaltheateret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nasjonaltheatret.no","nasjonaltheatret.no","http://nasjonaltheatret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nasjonaltklageorgan.no","nasjonaltklageorgan.no","http://nasjonaltklageorgan.no","","Helsedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"nasjonaltkolsregister.no","nasjonaltkolsregister.no","http://nasjonaltkolsregister.no","","Helse Bergen Hf","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonaltpilegrimssenter.no","nasjonaltpilegrimssenter.no","http://nasjonaltpilegrimssenter.no","","Riksantikvaren","","No","dotgov","No","No","No","","","","","","No"
"nasjonaltransportplan.no","nasjonaltransportplan.no","http://nasjonaltransportplan.no","","Samferdselsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"nasjonaltvitensenter.no","nasjonaltvitensenter.no","http://nasjonaltvitensenter.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","No","No","","","","","","No"
"naskom.no","naskom.no","http://naskom.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"nationalarchives.no","nationalarchives.no","http://nationalarchives.no","","Arkivverket","","No","dotgov","No","No","No","","","","","","No"
"nationalteateret.no","nationalteateret.no","http://nationalteateret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nationalteatret.no","nationalteatret.no","http://nationalteatret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nationaltheateret.no","nationaltheateret.no","http://nationaltheateret.no","","Nationaltheatret AS","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nationaltheatret.no","nationaltheatret.no","https://www.nationaltheatret.no","","Nationaltheatret AS","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"natkom.no","natkom.no","http://natkom.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"naturbase.no","naturbase.no","http://naturbase.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"naturfare.no","naturfare.no","http://naturfare.no","","Statens Vegvesen","","No","dotgov","No","No","No","","","","","","No"
"naturmangfoldaret.no","naturmangfoldaret.no","http://www.naturmangfoldaret.no","","Klima- og Miljødepartementet","","No","dotgov","No","No","No","","","","","","No"
"naturoppsyn.no","naturoppsyn.no","http://www.naturoppsyn.no","","Miljødirektoratet","","No","dotgov","No","No","No","No","Yes","Yes","Yes","Yes","No"
"naturskadefondet.no","naturskadefondet.no","https://naturskadefondet.no","","Landbruksdirektoratet","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
