"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"erih.no","erih.no","http://erih.no","","Stiftelsen Norsk Teknisk Museum","","Yes","dotgov","No","No","No","","","","","","No"
"erkebispegaarden.no","erkebispegaarden.no","http://erkebispegaarden.no","","Nidaros Domkirkes Restaureringsarbeider","","No","dotgov","No","No","No","","","","","","No"
"esop.no","esop.no","http://www.esop.no","","Departementenes Sikkerhets- og Serviceorganisasjon (Dss)","","Yes","dotgov","No","No","No","","","","","","No"
"etablerebarnehage.no","etablerebarnehage.no","http://etablerebarnehage.no","","Husbanken","","No","dotgov","No","No","No","","","","","","No"
"etablerer-ostfold.no","etablerer-ostfold.no","https://www.etablerer-ostfold.no","","Fylkesmannen I Østfold","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"etablererveileder.no","etablererveileder.no","http://www.etablererveileder.no","","Registerenheten I Brønnøysund","","Yes","dotgov","No","No","No","","","","","","No"
"etikkradet.no","etikkradet.no","http://etikkradet.no","","Finansdepartementet","","No","dotgov","No","No","No","","","","","","No"
"etiskraad.no","etiskraad.no","http://etiskraad.no","","Forsvarsdepartementet","","No","dotgov","No","No","No","","","","","","No"
"ettskrittforan.no","ettskrittforan.no","http://ettskrittforan.no","","Statped","","No","dotgov","No","No","No","","","","","","No"
"etwinning.no","etwinning.no","https://etwinning.no","","Senter For Ikt I Utdanningen","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"eudelegasjonen.no","eudelegasjonen.no","http://eudelegasjonen.no","","Norsk Filminstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"euraxess.no","euraxess.no","https://www.euraxess.no","","Norges Forskningsråd","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"eurodesk.no","eurodesk.no","http://eurodesk.no","","Barne-, Ungdoms- og Familiedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"eurodok.no","eurodok.no","http://eurodok.no","","Norsk Filminstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"eurofitfp7.no","eurofitfp7.no","http://eurofitfp7.no","","Norges Idrettshøgskole","","No","dotgov","No","No","No","","","","","","No"
"europaportalen.no","europaportalen.no","http://europaportalen.no","","Utenriksdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"europass.no","europass.no","http://europass.no","","Senter For Internasjonalisering Av Utdanning","","Yes","dotgov","No","No","No","","","","","","No"
"eval2019.no","eval2019.no","http://eval2019.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","No","No","","","","","","No"
"evalg2019.no","evalg2019.no","http://evalg2019.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","No","No","","","","","","No"
"evalget.no","evalget.no","http://evalget.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","No","No","","","","","","No"
"evalueringsportalen.no","evalueringsportalen.no","https://evalueringsportalen.no","","Direktoratet For Økonomistyring","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"evenstadviltsenter.no","evenstadviltsenter.no","http://www.evenstadviltsenter.no","","Høgskolen I Hedmark","","Yes","dotgov","No","No","No","","","","","","No"
"eventurelillehammer.no","eventurelillehammer.no","https://eventurelillehammer.no","","Høgskolen I Lillehammer","","No","dotgov","No","Yes","No","","","","","","No"
"exercisephysiology.no","exercisephysiology.no","http://exercisephysiology.no","","Norges Teknisk-Naturvitenskapelige Universitet Ntnu","","Yes","dotgov","No","No","No","","","","","","No"
"expertsvar.no","expertsvar.no","http://expertsvar.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"exploreibsen.no","exploreibsen.no","http://exploreibsen.no","","Norsk Folkemuseum","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"expo2015.no","expo2015.no","http://expo2015.no","","Innovasjon Norge","","No","dotgov","No","No","No","","","","","","No"
"exportcontrol.no","exportcontrol.no","http://exportcontrol.no","","Utenriksdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"eyp.no","eyp.no","http://www.eyp.no","","Fylkesmannen I Vest-Agder","","No","dotgov","No","No","No","","","","","","No"
"fabodriket.no","fabodriket.no","http://www.fabodriket.no","","Fylkesmannen I Sør-Trøndelag","","Yes","dotgov","No","No","No","","","","","","No"
"factpages.no","factpages.no","http://factpages.no","","Oljedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"facts2016.no","facts2016.no","http://facts2016.no","","Olje- og Energidepartementet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"facts2017.no","facts2017.no","http://facts2017.no","","Olje- og Energidepartementet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"facts2018.no","facts2018.no","http://facts2018.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"facts2019.no","facts2019.no","http://facts2019.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"facts2020.no","facts2020.no","http://facts2020.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"fad.dep.no","fad.dep.no","http://fad.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"fadderuka.no","fadderuka.no","http://fadderuka.no","","Høgskolen I Sør-Trøndelag","","No","dotgov","No","No","No","","","","","","No"
"fadderveka.no","fadderveka.no","http://www.fadderveka.no","","Høgskulen I Volda","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"fagbrevpajobb.no","fagbrevpajobb.no","http://www.fagbrevpajobb.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","No","dotgov","No","No","No","","","","","","No"
"fagligerad.no","fagligerad.no","http://fagligerad.no","","Utdanningsdirektoratet","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"fagnett-demens.no","fagnett-demens.no","http://fagnett-demens.no","","Sykehuset I Vestfold Hf","","Yes","dotgov","No","No","No","","","","","","No"
"fagprosedyrer.no","fagprosedyrer.no","http://fagprosedyrer.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"fagskoleraadet.no","fagskoleraadet.no","http://www.fagskoleraadet.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"fagsprak.no","fagsprak.no","http://www.fagsprak.no","","Språkrådet","","No","dotgov","No","No","No","","","","","","No"
"fakta2015.no","fakta2015.no","http://fakta2015.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"fakta2016.no","fakta2016.no","http://fakta2016.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"fakta2017.no","fakta2017.no","http://fakta2017.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"fakta2018.no","fakta2018.no","http://fakta2018.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"fakta2019.no","fakta2019.no","http://fakta2019.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"fakta2020.no","fakta2020.no","http://fakta2020.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"faktaheftet.no","faktaheftet.no","http://www.faktaheftet.no","","Oljedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"faktasider.no","faktasider.no","http://faktasider.no","","Oljedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"faktisk.no","faktisk.no","https://www.faktisk.no","","Barneombudet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"fakturel.no","fakturel.no","http://fakturel.no","","Helse Bergen Hf","","Yes","dotgov","No","No","No","","","","","","No"
"familias.no","familias.no","http://familias.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","No","No","No","","","","","","No"
"familie.no","familie.no","http://familie.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"familiekonserter.no","familiekonserter.no","http://familiekonserter.no","","Rikskonsertene","","No","dotgov","No","No","No","","","","","","No"
"familienettet.no","familienettet.no","http://familienettet.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"familieraad.no","familieraad.no","http://familieraad.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"familievernet.no","familievernet.no","http://familievernet.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"familievernkontoretifollo.no","familievernkontoretifollo.no","http://familievernkontoretifollo.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"famvernsteinkjer.no","famvernsteinkjer.no","http://famvernsteinkjer.no","","Barne-, Ungdoms- og Familiedirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"farligeprodukter.no","farligeprodukter.no","https://www.farligeprodukter.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"farskap.no","farskap.no","https://farskap.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"fd.dep.no","fd.dep.no","http://fd.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"fdir.no","fdir.no","http://fdir.no","","Fiskeridirektoratet","","No","dotgov","No","No","No","","","","","","No"
"fdu.no","fdu.no","http://www.fdu.no","","Mattilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"felles-utvikling.no","felles-utvikling.no","http://www.felles-utvikling.no","","Sørlandet Sykehus Hf","","Yes","dotgov","No","No","No","","","","","","No"
"fellesressursregister.no","fellesressursregister.no","http://fellesressursregister.no","","Kystverket","","Yes","dotgov","No","No","No","","","","","","No"
"fellesstudentsystem.no","fellesstudentsystem.no","http://www.fellesstudentsystem.no","","Universitetet I Oslo","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"fergekort.no","fergekort.no","http://www.fergekort.no","","Statens Vegvesen","","Yes","dotgov","No","No","No","","","","","","No"
"ferjekort.no","ferjekort.no","http://www.ferjekort.no","","Statens Vegvesen","","No","dotgov","No","No","No","","","","","","No"
"fertilitetsseksjonen.no","fertilitetsseksjonen.no","http://fertilitetsseksjonen.no","","St Olavs Hospital Hf","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"ffi.no","ffi.no","https://www.ffi.no","","Forsvarets Forskningsinstitutt","","No","dotgov","No","Yes","No","No","Yes","Yes","No","Yes","No"
"ffsbt.no","ffsbt.no","http://www.ffsbt.no","","Fylkesmannen I Sør-Trøndelag","","No","dotgov","No","No","No","","","","","","No"
"fgposlo.no","fgposlo.no","http://www.fgposlo.no","","Norges Miljø- og Biovitenskapelige Universitet (Nmbu)","","No","dotgov","No","No","No","","","","","","No"
"fhf.no","fhf.no","http://fhf.no","","Fiskeri- og Havbruksnæringens Forskningsfond","","No","dotgov","No","No","No","","","","","","No"
"fhi.no","fhi.no","https://fhi.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fid.dep.no","fid.dep.no","http://fid.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"fiksvegdata.no","fiksvegdata.no","http://www.fiksvegdata.no","","Statens Vegvesen","","Yes","dotgov","No","No","No","","","","","","No"
"filharmonien.no","filharmonien.no","http://filharmonien.no","","Stiftelsen Musikkselskapet Harmonien","","Yes","dotgov","No","No","No","","","","","","No"
"filmbib.no","filmbib.no","http://filmbib.no","","Norsk Filminstitutt","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"filmbutikken.no","filmbutikken.no","http://filmbutikken.no","","Norsk Filminstitutt","","No","dotgov","No","No","No","","","","","","No"
"filmcafeen.no","filmcafeen.no","http://filmcafeen.no","","Norsk Filminstitutt","","No","dotgov","No","No","No","","","","","","No"
"filmcentralen.no","filmcentralen.no","http://filmcentralen.no","","Norsk Filminstitutt","","No","dotgov","No","No","No","","","","","","No"
"filmkafeen.no","filmkafeen.no","http://filmkafeen.no","","Norsk Filminstitutt","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"filmsentralen.no","filmsentralen.no","http://filmsentralen.no","","Norsk Filminstitutt","","No","dotgov","No","No","No","","","","","","No"
"filmskolen.no","filmskolen.no","https://www.filmskolen.no","","Høgskolen I Lillehammer","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"filmtilsynet.no","filmtilsynet.no","http://filmtilsynet.no","","Medietilsynet","","No","dotgov","No","No","No","","","","","","No"
"filserver.no","filserver.no","http://filserver.no","","Kunst I Offentlige Rom Koro","","No","dotgov","No","No","No","","","","","","No"
"fin.dep.no","fin.dep.no","http://fin.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"finaksess.no","finaksess.no","https://finaksess.no","","Finansdepartementet","","No","dotgov","No","No","No","","","","","","No"
"finansdep.no","finansdep.no","http://finansdep.no","","Finansdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"finansdepartement.no","finansdepartement.no","http://finansdepartement.no","","Finansdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"finansdepartementet.no","finansdepartementet.no","http://finansdepartementet.no","","Finansdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"finansfondet.no","finansfondet.no","http://finansfondet.no","","Finansdepartementet","","No","dotgov","No","No","No","","","","","","No"
"finansmarkedsfondet.no","finansmarkedsfondet.no","http://finansmarkedsfondet.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"finansportalen.no","finansportalen.no","https://www.finansportalen.no","","Forbrukerrådet","","No","dotgov","No","Yes","No","No","No","Yes","No","No","No"
"finanstilsynet.no","finanstilsynet.no","https://www.finanstilsynet.no","","Finanstilsynet","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"finnmarkskommisjonen.no","finnmarkskommisjonen.no","http://finnmarkskommisjonen.no","","Domstolene I Norge","","Yes","dotgov","No","No","No","","","","","","No"
"finnmarksloven.no","finnmarksloven.no","http://finnmarksloven.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"finnmarkssykehuset.no","finnmarkssykehuset.no","https://finnmarkssykehuset.no","","Finnmarkssykehuset Hf","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"finnmarksykehuset.no","finnmarksykehuset.no","http://finnmarksykehuset.no","","Finnmarkssykehuset Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"finnrehabilitering.no","finnrehabilitering.no","http://finnrehabilitering.no","","Sunnaas Sykehus Hf","","Yes","dotgov","No","No","No","","","","","","No"
"finnsender.no","finnsender.no","http://finnsender.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","No","No","","","","","","No"
"finnsenderen.no","finnsenderen.no","https://finnsenderen.no","","Nasjonal Kommunikasjonsmyndighet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"fisheries.no","fisheries.no","http://fisheries.no","","Nærings- og Fiskeridepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"fisheryforum.no","fisheryforum.no","http://fisheryforum.no","","Havforskningsinstituttet","","Yes","dotgov","No","No","No","","","","","","No"
"fishgen.no","fishgen.no","https://fishgen.no","","Havforskningsinstituttet","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"fiskealarmen.no","fiskealarmen.no","http://fiskealarmen.no","","Veterinærinstituttet","","No","dotgov","No","No","No","","","","","","No"
"fiskeridepartementet.no","fiskeridepartementet.no","http://fiskeridepartementet.no","","Nærings- og Fiskeridepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"fiskeridir.no","fiskeridir.no","https://fiskeridir.no","","Fiskeridirektoratet","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fiskeridirektoratet.no","fiskeridirektoratet.no","http://fiskeridirektoratet.no","","Fiskeridirektoratet","","No","dotgov","No","No","No","","","","","","No"
"fiskerifagligforum.no","fiskerifagligforum.no","http://fiskerifagligforum.no","","Havforskningsinstituttet","","Yes","dotgov","No","No","No","","","","","","No"
"fiskerifond.no","fiskerifond.no","http://fiskerifond.no","","Fiskeri- og Havbruksnæringens Forskningsfond","","No","dotgov","No","No","No","","","","","","No"
"fiskeriutdanning.no","fiskeriutdanning.no","http://fiskeriutdanning.no","","Fiskeri- og Havbruksnæringens Forskningsfond","","Yes","dotgov","No","No","No","","","","","","No"
"fisketsgang.no","fisketsgang.no","http://fisketsgang.no","","Fiskeridirektoratet","","No","dotgov","No","No","No","","","","","","No"
"fiskrisk.no","fiskrisk.no","http://fiskrisk.no","","Sjøfartsdirektoratet","","No","dotgov","No","No","No","","","","","","No"
"fisy.no","fisy.no","http://www.fisy.no","","Finnmarkssykehuset Hf","","Yes","dotgov","No","No","No","","","","","","No"
"fittoplay.no","fittoplay.no","http://fittoplay.no","","Norges Idrettshøgskole","","No","dotgov","No","No","No","","","","","","No"
"fjellandbruket.no","fjellandbruket.no","https://www.fjellandbruket.no","","Fylkesmannen I Telemark","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"fjellfro.no","fjellfro.no","http://www.fjellfro.no","","Nibio - Norsk Institutt For Bioøkonomi","","Yes","dotgov","No","No","No","","","","","","No"
"fjellskred.no","fjellskred.no","http://www.fjellskred.no","","Norges Geologiske Undersøkelse","","Yes","dotgov","No","No","No","","","","","","No"
"fjord-university-college.no","fjord-university-college.no","http://www.fjord-university-college.no","","Høgskulen I Sogn og Fjordane","","Yes","dotgov","No","No","No","","","","","","No"
"fjord-university.no","fjord-university.no","http://www.fjord-university.no","","Høgskulen I Sogn og Fjordane","","Yes","dotgov","No","No","No","","","","","","No"
"fjordhoyskole.no","fjordhoyskole.no","http://fjordhoyskole.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","No","No","","","","","","No"
"fjorduniversitet.no","fjorduniversitet.no","http://fjorduniversitet.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","No","No","","","","","","No"
"fjorduniversity.no","fjorduniversity.no","http://www.fjorduniversity.no","","Høgskulen I Sogn og Fjordane","","Yes","dotgov","No","No","No","","","","","","No"
"fkd.dep.no","fkd.dep.no","http://fkd.dep.no","","","","Yes","dotgov","No","No","No","","","","","","No"
"fknor.no","fknor.no","http://fknor.no","","Fredskorpset","","Yes","dotgov","No","No","No","","","","","","No"
"fknorway.no","fknorway.no","http://fknorway.no","","Fredskorpset","","Yes","dotgov","No","No","No","","","","","","No"
"flaattsenteret.no","flaattsenteret.no","http://flaattsenteret.no","","Sørlandet Sykehus Hf","","Yes","dotgov","No","No","No","","","","","","No"
"flattogflue.no","flattogflue.no","http://flattogflue.no","","Veterinærinstituttet","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"flattsenteret.no","flattsenteret.no","http://flattsenteret.no","","Sørlandet Sykehus Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"floenkollektivet.no","floenkollektivet.no","http://floenkollektivet.no","","Helse Bergen Hf","","Yes","dotgov","No","No","No","","","","","","No"
"flohorten.no","flohorten.no","http://www.flohorten.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"flyhistorie.no","flyhistorie.no","http://flyhistorie.no","","Norsk Luftfartsmuseum","","No","dotgov","No","No","No","","","","","","No"
"flyklagenemnda.no","flyklagenemnda.no","http://flyklagenemnda.no","","Samferdselsdepartementet","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"flymuseet.no","flymuseet.no","http://flymuseet.no","","Norsk Luftfartsmuseum","","No","dotgov","No","No","No","","","","","","No"
"flymuseum.no","flymuseum.no","http://flymuseum.no","","Norsk Luftfartsmuseum","","No","dotgov","No","No","No","","","","","","No"
"flypassasjer.no","flypassasjer.no","http://flypassasjer.no","","Luftfartstilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"fm-nas.no","fm-nas.no","http://fm-nas.no","","Fylkesmannen I Oppland","","Yes","dotgov","No","No","No","","","","","","No"
"fm-nett.no","fm-nett.no","https://www.fm-nett.no","","Fylkesmannen I Sogn og Fjordane","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"fmaa.no","fmaa.no","http://fmaa.no","","Fylkesmannen I Aust-Agder","","Yes","dotgov","No","No","No","","","","","","No"
"fmav.no","fmav.no","http://fmav.no","","Fylkesmannen I Vest-Agder","","No","dotgov","No","No","No","","","","","","No"
"fmbu.no","fmbu.no","http://www.fmbu.no","","Fylkesmannen I Buskerud","","Yes","dotgov","No","No","No","","","","","","No"
"fme-geos.no","fme-geos.no","http://www.fme-geos.no","","Universitetet I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"fmfi.no","fmfi.no","http://www.fmfi.no","","Fylkesmannen I Finnmark","","Yes","dotgov","No","No","No","","","","","","No"
"fmhe.no","fmhe.no","http://www.fmhe.no","","Fylkesmannen I Hedmark","","Yes","dotgov","No","No","No","","","","","","No"
"fmho.no","fmho.no","http://www.fmho.no","","Fylkesmannen I Hordaland","","Yes","dotgov","No","No","No","","","","","","No"
"fmkn.no","fmkn.no","http://fmkn.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"fmmr.no","fmmr.no","http://www.fmmr.no","","Fylkesmannen I Møre og Romsdal","","Yes","dotgov","No","No","No","","","","","","No"
"fmno.no","fmno.no","http://fmno.no","","Fylkesmannen I Nordland","","Yes","dotgov","No","No","No","","","","","","No"
"fmnt.no","fmnt.no","http://www.fmnt.no","","Fylkesmannen I Vest-Agder","","Yes","dotgov","No","No","No","","","","","","No"
"fmoa.no","fmoa.no","http://www.fmoa.no","","Fylkesmannen I Oslo og Akershus","","Yes","dotgov","No","No","No","","","","","","No"
"fmop.no","fmop.no","http://www.fmop.no","","Fylkesmannen I Vest-Agder","","Yes","dotgov","No","No","No","","","","","","No"
"fmopnett.no","fmopnett.no","http://fmopnett.no","","Fylkesmannen I Oppland","","No","dotgov","No","No","No","","","","","","No"
"fmos.no","fmos.no","http://www.fmos.no","","Fylkesmannen I Østfold","","Yes","dotgov","No","No","No","","","","","","No"
"fmpa.no","fmpa.no","http://fmpa.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"fmro.no","fmro.no","http://www.fmro.no","","Fylkesmannen I Rogaland","","Yes","dotgov","No","No","No","","","","","","No"
"fmsf.no","fmsf.no","http://fmsf.no","","Fylkesmannen I Sogn og Fjordane","","Yes","dotgov","No","No","No","","","","","","No"
"fmst.no","fmst.no","http://www.fmst.no","","Fylkesmannen I Sør-Trøndelag","","Yes","dotgov","No","No","No","","","","","","No"
"fmte.no","fmte.no","http://www.fmte.no","","Fylkesmannen I Vest-Agder","","Yes","dotgov","No","No","No","","","","","","No"
"fmtr.no","fmtr.no","http://fmtr.no","","Fylkesmannen I Troms","","Yes","dotgov","No","No","No","","","","","","No"
"fmva.no","fmva.no","http://fmva.no","","Fylkesmannen I Vest-Agder","","Yes","dotgov","No","No","No","","","","","","No"
"fmve.no","fmve.no","http://fmve.no","","Fylkesmannen I Vestfold","","Yes","dotgov","No","No","No","","","","","","No"
"fokus-setermoen.no","fokus-setermoen.no","http://fokus-setermoen.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"folkedansen.no","folkedansen.no","http://folkedansen.no","","Norsk Folkemuseum","","No","dotgov","No","No","No","","","","","","No"
"folkehelsa.no","folkehelsa.no","http://folkehelsa.no","","Nasjonalt Folkehelseinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"folkehelseinstituttet.no","folkehelseinstituttet.no","http://folkehelseinstituttet.no","","Nasjonalt Folkehelseinstitutt","","Yes","dotgov","No","No","No","","","","","","No"
"folkehelsesenteret.no","folkehelsesenteret.no","http://folkehelsesenteret.no","","Høgskolen I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"folkehelsestien.no","folkehelsestien.no","http://folkehelsestien.no","","Høgskolen I Hedmark","","Yes","dotgov","No","No","No","","","","","","No"
"folkekyrkja.no","folkekyrkja.no","http://folkekyrkja.no","","Kirkerådet","","No","dotgov","No","No","No","","","","","","No"
"folkemuseet.no","folkemuseet.no","http://folkemuseet.no","","Norsk Folkemuseum","","Yes","dotgov","No","No","No","","","","","","No"
"folkeregisteret.no","folkeregisteret.no","http://folkeregisteret.no","","Skatt Øst","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"folkestyre2014.no","folkestyre2014.no","http://folkestyre2014.no","","Riksteatret","","No","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"folketrygdfondet.no","folketrygdfondet.no","http://www.folketrygdfondet.no","","Folketrygdfondet","","No","dotgov","No","No","No","","","","","","No"
"fondforlydogbilde.no","fondforlydogbilde.no","http://fondforlydogbilde.no","","Norsk Kulturråd","","Yes","dotgov","No","No","No","","","","","","No"
"foodsafety.no","foodsafety.no","http://foodsafety.no","","Veterinærinstituttet","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"forbrukarradet.no","forbrukarradet.no","http://www.forbrukarradet.no","","Forbrukerrådet","","Yes","dotgov","No","No","No","","","","","","No"
"forbrukereuropa.no","forbrukereuropa.no","https://forbrukereuropa.no","","Forbrukerrådet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"forbrukerombudet.no","forbrukerombudet.no","http://forbrukerombudet.no","","Forbrukerombudet","","Yes","dotgov","No","No","No","","","","","","No"
"forbrukerportalen.no","forbrukerportalen.no","http://forbrukerportalen.no","","Forbrukerrådet","","Yes","dotgov","No","No","No","","","","","","No"
"forbrukerraadet.no","forbrukerraadet.no","http://forbrukerraadet.no","","Forbrukerrådet","","Yes","dotgov","No","No","No","","","","","","No"
"forbrukerradet.no","forbrukerradet.no","https://www.forbrukerradet.no","","Forbrukerrådet","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"forbrukerrapporten.no","forbrukerrapporten.no","http://www.forbrukerrapporten.no","","Forbrukerrådet","","Yes","dotgov","No","No","No","","","","","","No"
"fordelingsutvalet.no","fordelingsutvalet.no","http://fordelingsutvalet.no","","Barne-, Ungdoms- og Familiedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"fordelingsutvalget.no","fordelingsutvalget.no","http://fordelingsutvalget.no","","Barne-, Ungdoms- og Familiedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"fordlingsutvalet.no","fordlingsutvalet.no","http://fordlingsutvalet.no","","Barne-, Ungdoms- og Familiedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"foreldrepraten.no","foreldrepraten.no","http://foreldrepraten.no","","Barne-, Likestillings- og Inkluderingsdepartementet","","No","dotgov","No","No","No","","","","","","No"
"foreldretinget.no","foreldretinget.no","http://foreldretinget.no","","Foreldreutvalget For Grunnopplæring","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"foreldreutvalgeneinorge.no","foreldreutvalgeneinorge.no","http://foreldreutvalgeneinorge.no","","Foreldreutvalget For Grunnopplæring","","No","dotgov","No","No","No","","","","","","No"
"foreldreutvalgetforbarnehager.no","foreldreutvalgetforbarnehager.no","http://foreldreutvalgetforbarnehager.no","","Foreldreutvalget For Grunnopplæring","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"foreldreutvalgetforgrunnopplaringen.no","foreldreutvalgetforgrunnopplaringen.no","http://foreldreutvalgetforgrunnopplaringen.no","","Foreldreutvalget For Grunnopplæring","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"forenklingsforslag.no","forenklingsforslag.no","http://forenklingsforslag.no","","Registerenheten I Brønnøysund","","No","dotgov","No","No","No","","","","","","No"
