"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"fornymar.no","fornymar.no","http://fornymar.no","","Nord-Trøndelag Fylkeskommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"forollhogna.no","forollhogna.no","http://forollhogna.no","","Midtre Gauldal Kommune","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"forsand.kommune.no","forsand.kommune.no","http://www.forsand.kommune.no","","","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"forskerrommet.no","forskerrommet.no","http://forskerrommet.no","","Karmøy Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"forskingseier.no","forskingseier.no","http://forskingseier.no","","Høgskulen I Sogn og Fjordane","","No","dotgov","No","No","No","","","","","","No"
"forskingsradet.no","forskingsradet.no","https://forskingsradet.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forskning.no","forskning.no","https://forskning.no","","Norges Forskningsråd","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"forskningsarkivet.no","forskningsarkivet.no","http://forskningsarkivet.no","","Arkivverket","","No","dotgov","No","No","No","","","","","","No"
"forskningsbarometer.no","forskningsbarometer.no","http://forskningsbarometer.no","","Kunnskapsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"forskningsbarometeret.no","forskningsbarometeret.no","http://forskningsbarometeret.no","","Kunnskapsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"forskningsdageneagder.no","forskningsdageneagder.no","http://forskningsdageneagder.no","","Universitetet I Agder","","No","dotgov","No","No","No","","","","","","No"
"forskningsdagenebergen.no","forskningsdagenebergen.no","http://forskningsdagenebergen.no","","Universitetet I Bergen","","Yes","dotgov","No","No","No","","","","","","No"
"forskningspolitikk.no","forskningspolitikk.no","https://forskningspolitikk.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forskningsprogram.no","forskningsprogram.no","https://forskningsprogram.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forskningspuls.no","forskningspuls.no","http://forskningspuls.no","","Nasjonalt Kunnskapssenter For Helsetjenesten","","Yes","dotgov","No","No","No","","","","","","No"
"forskningsraadet.no","forskningsraadet.no","https://forskningsraadet.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forskningsradet.no","forskningsradet.no","https://www.forskningsradet.no","","Norges Forskningsråd","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forskningsstrategi.no","forskningsstrategi.no","https://forskningsstrategi.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forsolbarnehage.no","forsolbarnehage.no","http://forsolbarnehage.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"forstebo.no","forstebo.no","http://forstebo.no","","Kristiansand Kommune","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"forsvaret.no","forsvaret.no","https://forsvaret.no","","Forsvaret","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"forsvaretsmusikk.no","forsvaretsmusikk.no","http://forsvaretsmusikk.no","","Forsvaret","","Yes","dotgov","No","No","No","","","","","","No"
"forsvaretssanitetsskole.no","forsvaretssanitetsskole.no","http://www.forsvaretssanitetsskole.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"forsvarsbygg.no","forsvarsbygg.no","https://www.forsvarsbygg.no","","Forsvarsbygg","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"forsvarsdep.no","forsvarsdep.no","http://forsvarsdep.no","","Forsvarsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"forsvarsdepartementet.no","forsvarsdepartementet.no","http://forsvarsdepartementet.no","","Forsvarsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"forsvarsdialog.no","forsvarsdialog.no","http://forsvarsdialog.no","","Forsvarsdepartementet","","No","dotgov","No","No","No","","","","","","No"
"forsvarsetikk.no","forsvarsetikk.no","http://www.forsvarsetikk.no","","Forsvarsdepartementet","","No","dotgov","No","No","No","","","","","","No"
"fortellingeromhenne.no","fortellingeromhenne.no","http://fortellingeromhenne.no","","Norges Forskningsråd","","No","dotgov","No","No","No","","","","","","No"
"forurensing.no","forurensing.no","http://www.forurensing.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"forurensning.no","forurensning.no","http://www.forurensning.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","","","","","","No"
"forurensningsdirektoratet.no","forurensningsdirektoratet.no","http://forurensningsdirektoratet.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"forurensningstilsynet.no","forurensningstilsynet.no","http://forurensningstilsynet.no","","Miljødirektoratet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"forvaltningsplaner.no","forvaltningsplaner.no","http://forvaltningsplaner.no","","Forsvarsbygg","","Yes","dotgov","No","No","No","","","","","","No"
"fos-sunnh.no","fos-sunnh.no","http://www.fos-sunnh.no","","Sveio Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"fosendrift.no","fosendrift.no","http://fosendrift.no","","Rissa Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"fosenhallen.no","fosenhallen.no","http://fosenhallen.no","","Campus Fosen Kf","Sør-Trøndelag","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"fosenikt.no","fosenikt.no","http://fosenikt.no","","Rissa Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"fosenrenovasjon.no","fosenrenovasjon.no","https://fosenrenovasjon.no","","Fosen Renovasjon Iks","Sør-Trøndelag","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"fosenvindkraftsenter.no","fosenvindkraftsenter.no","http://fosenvindkraftsenter.no","","Åfjord Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"fosenvindkraftsentrum.no","fosenvindkraftsentrum.no","http://fosenvindkraftsentrum.no","","Åfjord Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"fosfor-skole.no","fosfor-skole.no","http://fosfor-skole.no","","Finnmark Fylkeskommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
