"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"punkto.no","punkto.no","http://www.punkto.no","","Punkt Ø AS","Østfold","No","dotgov","No","No","No","","","","","","No"
"punktoe.no","punktoe.no","http://punktoe.no","","Punkt Ø AS","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"punktskriftutvalget.no","punktskriftutvalget.no","http://www.punktskriftutvalget.no","","Norsk Lyd og Blindeskriftbibliotek","","No","dotgov","No","No","No","","","","","","No"
"putf.no","putf.no","http://www.putf.no","","Finnmarkssykehuset Hf","","Yes","dotgov","No","No","No","","","","","","No"
"pvn.no","pvn.no","https://pvn.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"pvo.no","pvo.no","http://pvo.no","","Datatilsynet","","No","dotgov","No","No","No","","","","","","No"
"qasirandom.no","qasirandom.no","https://qasirandom.no","","Hedmark Ikt","Hedmark","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"qnst.no","qnst.no","http://qnst.no","","Stavanger Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"qualitymark.no","qualitymark.no","http://qualitymark.no","","Norsk Akkreditering","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"quarryscapes.no","quarryscapes.no","http://www.quarryscapes.no","","Norges Geologiske Undersøkelse","","No","dotgov","No","No","No","","","","","","No"
"quasirandom.no","quasirandom.no","http://quasirandom.no","","Hedmark Ikt","Hedmark","Yes","dotgov","No","No","No","","","","","","No"
"questcity.no","questcity.no","http://www.questcity.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","No","dotgov","No","No","No","","","","","","No"
"quintus.no","quintus.no","https://www.quintus.no","","Nord-Trøndelag Fylkeskommune","Nord-Trøndelag","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"qumran.no","qumran.no","http://qumran.no","","Universitetet I Agder","","No","dotgov","No","No","No","","","","","","No"
"quo-vadis.no","quo-vadis.no","http://quo-vadis.no","","Oslo Kommune Bydel 2 Grunerløkka","Oslo","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"ra.no","ra.no","http://ra.no","","Riksantikvaren","","Yes","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"raadhus.no","raadhus.no","http://raadhus.no","","Vefsn Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"raadhusteatret.no","raadhusteatret.no","https://www.raadhusteatret.no","","Ski Kommune","Akershus","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"raadstua.no","raadstua.no","http://raadstua.no","","Tromsø Kommune","Troms","No","dotgov","No","No","No","","","","","","No"
"raba.no","raba.no","http://www.raba.no","","Randesund Sokn","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"rabakoret.no","rabakoret.no","http://www.rabakoret.no","","Randesund Sokn","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"rade.kommune.no","rade.kommune.no","https://www.rade.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"radeskolen.no","radeskolen.no","http://radeskolen.no","","Råde Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"radetfordyreetikk.no","radetfordyreetikk.no","http://www.radetfordyreetikk.no","","Veterinærinstituttet","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"radikalisering.no","radikalisering.no","http://radikalisering.no","","Justis- og Beredskapsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"radioenbarnehage.no","radioenbarnehage.no","http://radioenbarnehage.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"radioinfo.no","radioinfo.no","http://radioinfo.no","","Medietilsynet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"radoy.kommune.no","radoy.kommune.no","http://www.radoy.kommune.no","","","","No","dotgov","No","No","Yes","Yes","No","No","No","No","No"
"radoysokn.no","radoysokn.no","http://radoysokn.no","","Radøy Sokn","Hordaland","No","dotgov","No","No","No","","","","","","No"
"rafoss-barnehage.no","rafoss-barnehage.no","http://rafoss-barnehage.no","","Kvinesdal Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"rajshahi.no","rajshahi.no","http://rajshahi.no","","Kristiansand Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"rakhaugenlegekontor.no","rakhaugenlegekontor.no","http://rakhaugenlegekontor.no","","Molde Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"rakkestad-gs.no","rakkestad-gs.no","http://www.rakkestad-gs.no","","Rakkestad Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"rakkestad.kommune.no","rakkestad.kommune.no","http://www.rakkestad.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"rakkestadskolen.no","rakkestadskolen.no","http://www.rakkestadskolen.no","","Rakkestad Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"rakos-helsevest.no","rakos-helsevest.no","http://rakos-helsevest.no","","Helse Stavanger Hf","","Yes","dotgov","No","No","No","","","","","","No"
"ralingen.kommune.no","ralingen.kommune.no","http://www.ralingen.kommune.no","","","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"ralingenbygdetun.no","ralingenbygdetun.no","http://ralingenbygdetun.no","","Rælingen Kommune","Akershus","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"ralingenkulturskole.no","ralingenkulturskole.no","http://ralingenkulturskole.no","","Rælingen Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"ralingenparkering.no","ralingenparkering.no","http://www.ralingenparkering.no","","Rælingen Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"ralingenskolene.no","ralingenskolene.no","http://www.ralingenskolene.no","","Rælingen Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"ralingsbarnehagen.no","ralingsbarnehagen.no","http://www.ralingsbarnehagen.no","","Rælingen Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"ralingsskolen.no","ralingsskolen.no","http://ralingsskolen.no","","Rælingen Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"ram.no","ram.no","http://ram.no","","Medietilsynet","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"rampresearch.no","rampresearch.no","http://rampresearch.no","","Universitetet I Tromsø - Norges Arktiske Universitet","","Yes","dotgov","No","No","No","","","","","","No"
"ramskole.no","ramskole.no","http://ramskole.no","","Flakstad Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"rana.kommune.no","rana.kommune.no","https://www.rana.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"ranakino.no","ranakino.no","http://www.ranakino.no","","Rana Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"ranakirken.no","ranakirken.no","http://ranakirken.no","","Gruben Sokn","Nordland","No","dotgov","No","No","No","","","","","","No"
"randaberg.kommune.no","randaberg.kommune.no","https://randaberg.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"randaberghallen.no","randaberghallen.no","http://randaberghallen.no","","Randaberg Kommune","Rogaland","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"randabergkirkene.no","randabergkirkene.no","http://randabergkirkene.no","","Randaberg Kirkelige Fellesråd","Rogaland","No","dotgov","No","No","No","","","","","","No"
"randesund.no","randesund.no","http://www.randesund.no","","Randesund Sokn","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"randheia.no","randheia.no","http://randheia.no","","Risør Kommune","Aust-Agder","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"ranemsletta-barnehage.overhalla.no","ranemsletta-barnehage.overhalla.no","http://ranemsletta-barnehage.overhalla.no","","Overhalla Kommune","Nord-Trøndelag","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"raskereijobb.no","raskereijobb.no","http://raskereijobb.no","","Nav Rogaland","","No","dotgov","No","No","No","","","","","","No"
"raskpsykiskhelsehjelp.no","raskpsykiskhelsehjelp.no","http://raskpsykiskhelsehjelp.no","","Kristiansand Kommune","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"rasp.no","rasp.no","http://rasp.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"rasta-barnehage.no","rasta-barnehage.no","http://rasta-barnehage.no","","Lørenskog Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"rasyk.nl.no","rasyk.nl.no","http://www.rasyk.nl.no","","Helgelandssykehuset Hf","","Yes","dotgov","No","No","No","","","","","","No"
"rauma.kommune.no","rauma.kommune.no","https://www.rauma.kommune.no","","","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"raumaungdomsrad.no","raumaungdomsrad.no","http://www.raumaungdomsrad.no","","Rauma Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"raumavo.no","raumavo.no","http://raumavo.no","","Rauma Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"rbuk.no","rbuk.no","http://rbuk.no","","Råde Sokn","Østfold","No","dotgov","No","No","No","","","","","","No"
"rcat.no","rcat.no","http://rcat.no","","Arkitektur og Designhøgskolen I Oslo Aho","","No","dotgov","No","No","No","","","","","","No"
"rchpr.no","rchpr.no","http://www.rchpr.no","","Norges Teknisk-Naturvitenskapelige Universitet Ntnu","","Yes","dotgov","No","No","No","","","","","","No"
"rcn.no","rcn.no","https://rcn.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"rdm.no","rdm.no","http://rdm.no","","Riddoduottarmuseat","","No","dotgov","No","No","No","","","","","","No"
"re-tro.no","re-tro.no","http://re-tro.no","","Bogafjell Sokn","Rogaland","No","dotgov","No","No","No","","","","","","No"
"re.kommune.no","re.kommune.no","https://www.re.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"realfagsglede.no","realfagsglede.no","http://realfagsglede.no","","Bergen Vitensenter AS","Hordaland","No","dotgov","No","No","No","","","","","","No"
"reclaimingprotection.no","reclaimingprotection.no","http://reclaimingprotection.no","","Utenriksdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"reconnect.no","reconnect.no","http://reconnect.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"recoveryverksteder.no","recoveryverksteder.no","http://www.recoveryverksteder.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","No","No","","","","","","No"
"recx.no","recx.no","http://www.recx.no","","Universitetet I Oslo","","No","dotgov","No","No","No","","","","","","No"
"redningskonferansen.no","redningskonferansen.no","http://www.redningskonferansen.no","","Justis- og Beredskapsdepartementet","","Yes","dotgov","No","No","No","","","","","","No"
"redningsressurs.no","redningsressurs.no","http://www.redningsressurs.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"redningsressurser.no","redningsressurser.no","http://www.redningsressurser.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"redsam.no","redsam.no","http://redsam.no","","Halden Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"reerenasse.no","reerenasse.no","http://reerenasse.no","","Statsministerens Kontor","","Yes","dotgov","No","No","No","","","","","","No"
"referansebudsjettet.no","referansebudsjettet.no","http://referansebudsjettet.no","","Statens Institutt For Forbruksforskning Sifo","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"reformasjon2017.no","reformasjon2017.no","http://reformasjon2017.no","","Kirkerådet","","Yes","dotgov","No","No","No","","","","","","No"
"regelhjelp.no","regelhjelp.no","http://www.regelhjelp.no","","Arbeidstilsynet","","No","dotgov","No","No","No","","","","","","No"
"regelradet.no","regelradet.no","https://regelradet.no","","Nærings- og Fiskeridepartementet","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"regelverk.no","regelverk.no","http://regelverk.no","","Arbeidstilsynet","","Yes","dotgov","No","No","No","","","","","","No"
"reginedagan.no","reginedagan.no","http://reginedagan.no","","Bø Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"regionagder.no","regionagder.no","http://www.regionagder.no","","Vest-Agder Fylkeskommune Utdanningsavdelingen","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"regionaleforskingsfond.no","regionaleforskingsfond.no","http://regionaleforskingsfond.no","","Norges Forskningsråd","","No","dotgov","No","No","No","","","","","","No"
"regionaleforskningsfond.no","regionaleforskningsfond.no","https://regionaleforskningsfond.no","","Norges Forskningsråd","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"regionalforvaltning.no","regionalforvaltning.no","https://regionalforvaltning.no","","Kommunal- og Moderniserings- Departementet","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"regionalnytt.no","regionalnytt.no","http://regionalnytt.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"regionalomstilling.no","regionalomstilling.no","http://www.regionalomstilling.no","","Innovasjon Norge","","Yes","dotgov","No","No","No","","","","","","No"
"regionalpolitikk.no","regionalpolitikk.no","http://regionalpolitikk.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"regionaltsamhandlingskontornedreromerike.no","regionaltsamhandlingskontornedreromerike.no","http://regionaltsamhandlingskontornedreromerike.no","","Rælingen Kommune","Akershus","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"regiondata.no","regiondata.no","http://regiondata.no","","Sel Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"regionhadeland.no","regionhadeland.no","http://regionhadeland.no","","Gran Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"regioninnlandet.no","regioninnlandet.no","http://regioninnlandet.no","","Oppland Fylkeskommune","Oppland","Yes","dotgov","No","No","No","","","","","","No"
"regionkontorlandbruk.no","regionkontorlandbruk.no","http://regionkontorlandbruk.no","","Skedsmo Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"regionlister.no","regionlister.no","http://regionlister.no","","Flekkefjord Kommune","Vest-Agder","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"regionplanagder.no","regionplanagder.no","http://www.regionplanagder.no","","Vest-Agder Fylkeskommune Utdanningsavdelingen","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"regionraadet.no","regionraadet.no","http://www.regionraadet.no","","Regionrådet For Hallingdal","Buskerud","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"regionradetvest.no","regionradetvest.no","http://www.regionradetvest.no","","Øygarden Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"regiontrondelag.no","regiontrondelag.no","http://regiontrondelag.no","","Sør-Trøndelag Fylkeskommune Fylkesrådmannen","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"regionvestviken.no","regionvestviken.no","http://regionvestviken.no","","Lier Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"registerkonferansen.no","registerkonferansen.no","https://www.registerkonferansen.no","","Helse Nord Rhf","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"registrene.no","registrene.no","http://registrene.no","","Registerenheten I Brønnøysund","","No","dotgov","No","No","No","","","","","","No"
"regjering.no","regjering.no","http://regjering.no","","Statsministerens Kontor","","Yes","dotgov","No","No","No","","","","","","No"
"regjeringa.no","regjeringa.no","http://regjeringa.no","","Statsministerens Kontor","","Yes","dotgov","No","No","No","","","","","","No"
"regjeringen.no","regjeringen.no","https://www.regjeringen.no","","Statsministerens Kontor","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"regjeringsadvokaten.no","regjeringsadvokaten.no","https://regjeringsadvokaten.no","","Regjeringsadvokaten","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"regjeringskvartal.no","regjeringskvartal.no","http://regjeringskvartal.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"regnbuelandet.no","regnbuelandet.no","http://regnbuelandet.no","","Åkra Sokn","Rogaland","No","dotgov","No","No","No","","","","","","No"
"regnehjelpen.no","regnehjelpen.no","http://www.regnehjelpen.no","","Vox-Nasjonalt Fagorgan For Kompetansepolitikk","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"regnmakerne.no","regnmakerne.no","http://www.regnmakerne.no","","Enova Sf","","No","dotgov","No","No","No","","","","","","No"
"regnskapsregisteret.no","regnskapsregisteret.no","http://regnskapsregisteret.no","","Registerenheten I Brønnøysund","","No","dotgov","No","No","No","","","","","","No"
"regobs.no","regobs.no","http://www.regobs.no","","Norges Vassdrags- og Energidirektorat (Nve)","","No","dotgov","No","No","No","","","","","","No"
"rehabinfo.no","rehabinfo.no","http://rehabinfo.no","","Sunnaas Sykehus Hf","","Yes","dotgov","No","No","No","","","","","","No"
"rehabnord.no","rehabnord.no","http://rehabnord.no","","Helse Nord Rhf","","Yes","dotgov","No","No","No","","","","","","No"
"reindalenbarnehage.no","reindalenbarnehage.no","http://reindalenbarnehage.no","","Hammerfest Kommune","Finnmark","No","dotgov","No","No","No","","","","","","No"
"reindertrapping.no","reindertrapping.no","http://reindertrapping.no","","Lesja Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"reinehavn.no","reinehavn.no","http://reinehavn.no","","Moskenes Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"reinhaldsverket.no","reinhaldsverket.no","http://reinhaldsverket.no","","Søre Sunnmøre Reinhaldsverk Iks","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"reinheimen.no","reinheimen.no","http://reinheimen.no","","Lesja Kommune","Oppland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"reiselivsforskning.no","reiselivsforskning.no","http://reiselivsforskning.no","","Universitetet I Stavanger","","No","dotgov","No","No","No","","","","","","No"
"reisendekartet.no","reisendekartet.no","http://reisendekartet.no","","Østfoldmuseene","Østfold","No","dotgov","No","No","No","","","","","","No"
"reisepol.no","reisepol.no","https://www.reisepol.no","","Høgskolen I Buskerud og Vestfold","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"reiseregninga.no","reiseregninga.no","http://reiseregninga.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"reiseregningen.no","reiseregningen.no","http://reiseregningen.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"reisetider.no","reisetider.no","http://reisetider.no","","Statens Vegvesen","","No","dotgov","No","No","No","","","","","","No"
"reklamemuseet.no","reklamemuseet.no","http://www.reklamemuseet.no","","Stiftelsen Museum Vest","Hordaland","No","dotgov","No","No","No","","","","","","No"
"rektorskolen.no","rektorskolen.no","http://rektorskolen.no","","Universitetet I Agder","","Yes","dotgov","No","No","No","","","","","","No"
"religionspsykologi.no","religionspsykologi.no","http://religionspsykologi.no","","Sykehuset Innlandet Hf","","No","dotgov","No","No","No","","","","","","No"
"remiddelalderdager.no","remiddelalderdager.no","http://www.remiddelalderdager.no","","Re Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"renatesenteret.no","renatesenteret.no","http://renatesenteret.no","","Norges Teknisk-Naturvitenskapelige Universitet Ntnu","","No","dotgov","No","No","No","","","","","","No"
"renbyoslo.no","renbyoslo.no","http://renbyoslo.no","","Oslo Kommune Bymiljøetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"rendalen.kommune.no","rendalen.kommune.no","https://www.rendalen.kommune.no","","","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"rendrammensfjord.no","rendrammensfjord.no","http://rendrammensfjord.no","","Fylkesmannen I Buskerud","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"renewablenorway.no","renewablenorway.no","http://renewablenorway.no","","Olje- og Energidepartementet","","No","dotgov","No","No","No","","","","","","No"
"renharstadhavn.no","renharstadhavn.no","http://renharstadhavn.no","","Kystverket","","Yes","dotgov","No","No","No","","","","","","No"
"rennebu.folkebibl.no","rennebu.folkebibl.no","http://www.rennebu.folkebibl.no","","Rennebu Kommune","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"rennebu.kommune.no","rennebu.kommune.no","http://rennebu.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"rennesoy.kommune.no","rennesoy.kommune.no","http://www.rennesoy.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"rennesoykyrkja.no","rennesoykyrkja.no","http://rennesoykyrkja.no","","Rennesøy Kyrkjelege Fellesråd","Rogaland","No","dotgov","No","No","No","","","","","","No"
"rennesoylegekontor.no","rennesoylegekontor.no","http://www.rennesoylegekontor.no","","Rennesøy Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"reno-vest.no","reno-vest.no","http://www.reno-vest.no","","Reno-Vest Iks","Nordland","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"renovasjon.no","renovasjon.no","https://renovasjon.no","","Fosen Renovasjon Iks","Sør-Trøndelag","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"renovasjonigrenland.no","renovasjonigrenland.no","http://renovasjonigrenland.no","","Skien Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"renovasjonskort.no","renovasjonskort.no","http://renovasjonskort.no","","Romerike Avfallsforedling Iks","Akershus","No","dotgov","No","No","No","","","","","","No"
"renovasjonskortet.no","renovasjonskortet.no","http://renovasjonskortet.no","","Romerike Avfallsforedling Iks","Akershus","No","dotgov","No","No","No","","","","","","No"
"renovest.no","renovest.no","http://renovest.no","","Renovest Iks","Telemark","No","dotgov","No","No","No","","","","","","No"
"rense.no","rense.no","https://www.rense.no","","Tønsberg Renseanlegg Iks","Vestfold","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"renseanlegget.no","renseanlegget.no","http://www.renseanlegget.no","","Trøgstad Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"rensefisk.no","rensefisk.no","http://rensefisk.no","","Fiskeri- og Havbruksnæringens Forskningsfond","","No","dotgov","No","No","No","","","","","","No"
"rensvikskole.no","rensvikskole.no","http://rensvikskole.no","","Kristiansund Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"rerc2014.no","rerc2014.no","http://rerc2014.no","","Universitetet I Oslo","","No","dotgov","No","No","No","","","","","","No"
"research.no","research.no","http://research.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"researchcouncil.no","researchcouncil.no","https://researchcouncil.no","","Norges Forskningsråd","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"researchinsvalbard.no","researchinsvalbard.no","https://researchinsvalbard.no","","Norges Forskningsråd","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"reseptregisteret.no","reseptregisteret.no","http://reseptregisteret.no","","Nasjonalt Folkehelseinstitutt","","No","dotgov","No","No","No","","","","","","No"
"reservasjonsregisteret.no","reservasjonsregisteret.no","http://reservasjonsregisteret.no","","Registerenheten I Brønnøysund","","No","dotgov","No","No","No","","","","","","No"
"resh.no","resh.no","http://resh.no","","Helsedirektoratet","","No","dotgov","No","No","No","","","","","","No"
"resistens.no","resistens.no","http://resistens.no","","Oslo Universitetssykehus Hf","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"responsiblebusiness.no","responsiblebusiness.no","http://www.responsiblebusiness.no","","Utenriksdepartementet","","No","dotgov","No","No","No","","","","","","No"
"ressreg.no","ressreg.no","http://www.ressreg.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"ressurs.nord-fron.no","ressurs.nord-fron.no","http://ressurs.nord-fron.no","","Nord-Fron Kommune","Oppland","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ressursbanken.no","ressursbanken.no","http://ressursbanken.no","","Kirkerådet","","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"ressursportal.no","ressursportal.no","https://ressursportal.no","","Fylkesmannen I Nord-Trøndelag","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ressursregister.no","ressursregister.no","http://www.ressursregister.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"ressursregisteret.no","ressursregisteret.no","http://www.ressursregisteret.no","","Direktoratet For Samfunnssikkerhet og Beredskap (Dsb)","","Yes","dotgov","No","No","No","","","","","","No"
"rettilaalese.no","rettilaalese.no","http://rettilaalese.no","","Norsk Lyd og Blindeskriftbibliotek","","No","dotgov","No","No","No","","","","","","No"
"rettilalese.no","rettilalese.no","http://rettilalese.no","","Norsk Lyd og Blindeskriftbibliotek","","No","dotgov","No","No","No","","","","","","No"
"rettsmedisinskinstitutt.no","rettsmedisinskinstitutt.no","http://rettsmedisinskinstitutt.no","","Universitetet I Oslo","","No","dotgov","No","No","No","","","","","","No"
"rettsmuseet.no","rettsmuseet.no","http://rettsmuseet.no","","Stiftelsen Norsk Rettsmuseum","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"rettsmuseum.no","rettsmuseum.no","http://rettsmuseum.no","","Stiftelsen Norsk Rettsmuseum","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"rettsrad.no","rettsrad.no","https://www.rettsrad.no","","Fylkesmannen I Sogn og Fjordane","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"rettstoks.no","rettstoks.no","http://rettstoks.no","","Nasjonalt Folkehelseinstitutt","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"retttilaalese.no","retttilaalese.no","http://retttilaalese.no","","Norsk Lyd og Blindeskriftbibliotek","","No","dotgov","No","No","No","","","","","","No"
"retttilalese.no","retttilalese.no","http://retttilalese.no","","Norsk Lyd og Blindeskriftbibliotek","","No","dotgov","No","No","No","","","","","","No"
"returahaf.no","returahaf.no","https://www.returahaf.no","","Helgeland Avfallsforedling Iks","Nordland","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"returpunkt.no","returpunkt.no","http://returpunkt.no","","Reno-Vest Iks","Nordland","No","dotgov","No","No","No","","","","","","No"
"retv.no","retv.no","http://www.retv.no","","Forsvaret","","No","dotgov","No","No","No","","","","","","No"
"revar.no","revar.no","http://revar.no","","Ringebu Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"revisjonmidtnorge.no","revisjonmidtnorge.no","http://www.revisjonmidtnorge.no","","Revisjon Midt-Norge Iks","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"revisjonstilsyn.no","revisjonstilsyn.no","http://revisjonstilsyn.no","","Statens Jernbanetilsyn","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"revisjonstilsynet.no","revisjonstilsynet.no","http://revisjonstilsynet.no","","Statens Jernbanetilsyn","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"revisorstudier.no","revisorstudier.no","http://www.revisorstudier.no","","Norges Handelshøyskole","","No","dotgov","No","No","No","","","","","","No"
"rf1350.no","rf1350.no","http://www.rf1350.no","","Kommunal- og Moderniserings- Departementet","","Yes","dotgov","No","No","No","","","","","","No"
"rfd-iks.no","rfd-iks.no","http://rfd-iks.no","","Renovasjonsselskapet For Drammensregionen Iks","Buskerud","No","dotgov","No","No","No","","","","","","No"
"rfd.no","rfd.no","https://www.rfd.no","","Renovasjonsselskapet For Drammensregionen Iks","Buskerud","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
