"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"matteprosjektet.no","matteprosjektet.no","http://matteprosjektet.no","","Risør Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"mbu.no","mbu.no","http://mbu.no","","Lunner Kommune","Oppland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"medhjerteforarendal.no","medhjerteforarendal.no","http://medhjerteforarendal.no","","Arendal Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"mediana.no","mediana.no","http://mediana.no","","Hordaland Fylkeskommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"mediefabrikken.no","mediefabrikken.no","https://www.mediefabrikken.no","","Akershus Fylkeskommune","Oslo","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"medieprisen.no","medieprisen.no","http://www.medieprisen.no","","Vestfold Fylkeskommune","Vestfold","Yes","dotgov","No","No","No","","","","","","No"
"medisinmotpiller.no","medisinmotpiller.no","http://www.medisinmotpiller.no","","Hedmark Ikt","Hedmark","No","dotgov","No","No","No","","","","","","No"
"meieriet-kultursenter.no","meieriet-kultursenter.no","http://www.meieriet-kultursenter.no","","Vestvågøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"meierietkultursenter.no","meierietkultursenter.no","http://meierietkultursenter.no","","Vestvågøy Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"meierigarden.no","meierigarden.no","http://www.meierigarden.no","","Porsgrunn Kommune","Telemark","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"mekkeriet.askoy.no","mekkeriet.askoy.no","http://mekkeriet.askoy.no","","Askøy Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"mekkeriet.no","mekkeriet.no","http://mekkeriet.no","","Askøy Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"melamartnan.no","melamartnan.no","http://melamartnan.no","","Overhalla Kommune","Nord-Trøndelag","No","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"meland.kommune.no","meland.kommune.no","http://www.meland.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"melandkyrkja.no","melandkyrkja.no","http://melandkyrkja.no","","Meland Sokn","Hordaland","Yes","dotgov","No","No","No","","","","","","No"
"meldal.kommune.no","meldal.kommune.no","http://www.meldal.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"meldallegekontor.no","meldallegekontor.no","http://meldallegekontor.no","","Meldal Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"meldinn.no","meldinn.no","http://www.meldinn.no","","Rælingen Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"meldinnfeil.no","meldinnfeil.no","http://meldinnfeil.no","","Trondheim Kommune Kultur og Næring","Sør-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"melhus.kommune.no","melhus.kommune.no","http://www.melhus.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"melhuskulturen.no","melhuskulturen.no","http://melhuskulturen.no","","Melhus Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"melkefabrikken.no","melkefabrikken.no","http://melkefabrikken.no","","Østre Toten Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"melkefestivalen.no","melkefestivalen.no","http://melkefestivalen.no","","Gausdal Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"meloy-kommune.no","meloy-kommune.no","http://meloy-kommune.no","","Meløy Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"meloy.kommune.no","meloy.kommune.no","http://meloy.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"meloykommune.no","meloykommune.no","http://meloykommune.no","","Meløy Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"melumenga.no","melumenga.no","https://www.melumenga.no","","Modum Kommune","Buskerud","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"menighetssenteret.no","menighetssenteret.no","http://menighetssenteret.no","","Kvinesdal Sokn","Vest-Agder","No","dotgov","No","No","No","","","","","","No"
"meninchildcare.no","meninchildcare.no","http://meninchildcare.no","","Asker Kommune","Akershus","No","dotgov","No","No","No","","","","","","No"
"mennihelse.no","mennihelse.no","https://mennihelse.no","","Trondheim Kommune Kultur og Næring","Sør-Trøndelag","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"menstad.no","menstad.no","http://www.menstad.no","","Skien Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"mentornettverk.no","mentornettverk.no","http://www.mentornettverk.no","","Oslo Kommune Velferdsetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"meraker.kommune.no","meraker.kommune.no","https://www.meraker.kommune.no","","","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"metrobuss.no","metrobuss.no","http://metrobuss.no","","Østfold Fylkeskommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"metropolis-stavanger.no","metropolis-stavanger.no","http://metropolis-stavanger.no","","Stavanger Kommune","Rogaland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"metusalemfestivalen.no","metusalemfestivalen.no","http://www.metusalemfestivalen.no","","Trondheim Kommune Kultur og Næring","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mfblogg.no","mfblogg.no","http://mfblogg.no","","Sølvberget Kf","Rogaland","No","dotgov","No","No","No","","","","","","No"
"mgk.no","mgk.no","https://www.mgk.no","","Midtre Gauldal Kommune","Sør-Trøndelag","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mgporland.no","mgporland.no","http://mgporland.no","","Ørland Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mhikt.no","mhikt.no","http://www.mhikt.no","","Elverum Kommune","Hedmark","No","dotgov","No","No","No","","","","","","No"
"mhvh.no","mhvh.no","http://mhvh.no","","Gol Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"mhvivestfold.no","mhvivestfold.no","http://www.mhvivestfold.no","","Re Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"mia.no","mia.no","https://mia.no","","Stiftelsen Akershusmuseet - Kulturhistorisk Kompetansesenter og Museer.","Akershus","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"mibasker.no","mibasker.no","http://www.mibasker.no","","Asker Kommune","Akershus","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mibdrammen.no","mibdrammen.no","http://mibdrammen.no","","Drammen Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"mibhole.no","mibhole.no","http://www.mibhole.no","","Hole Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"mid.no","mid.no","http://mid.no","","Stiftelsen Lillehammer Museum","Oppland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"middelalderbyenoslo.no","middelalderbyenoslo.no","http://middelalderbyenoslo.no","","Oslo Kommune Kulturetaten","Oslo","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"midgardhallen.no","midgardhallen.no","http://midgardhallen.no","","Vestfoldmuseene Iks","Vestfold","No","dotgov","No","No","No","","","","","","No"
"midgardsenteret.no","midgardsenteret.no","http://midgardsenteret.no","","Vestfoldmuseene Iks","Vestfold","No","dotgov","No","No","No","","","","","","No"
"midsund.kommune.no","midsund.kommune.no","http://www.midsund.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"midt-gudbrandsdal.no","midt-gudbrandsdal.no","http://www.midt-gudbrandsdal.no","","Nord-Fron Kommune","Oppland","No","dotgov","No","No","No","","","","","","No"
"midt-osterdal.vgs.no","midt-osterdal.vgs.no","https://midt-osterdal.vgs.no","","Hedmark Fylkeskommune","Hedmark","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"midt-telemark.no","midt-telemark.no","http://midt-telemark.no","","Bø Kommune","Telemark","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"midt-troms.no","midt-troms.no","http://www.midt-troms.no","","Midt-Troms Regionråd","Troms","No","dotgov","No","No","No","","","","","","No"
"midtagder-friluft.no","midtagder-friluft.no","http://midtagder-friluft.no","","Midt-Agder Friluftsråd","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"midtpunktet.no","midtpunktet.no","http://midtpunktet.no","","Time Kommune","Rogaland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"midtre-gauldal.kommune.no","midtre-gauldal.kommune.no","http://midtre-gauldal.kommune.no","","","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"midtre-namdal.no","midtre-namdal.no","http://www.midtre-namdal.no","","Overhalla Kommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"midtregauldal-lege.no","midtregauldal-lege.no","http://midtregauldal-lege.no","","Midtre Gauldal Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mikt.no","mikt.no","http://mikt.no","","Melhus Kommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"milandskole.no","milandskole.no","http://milandskole.no","","Tinn Kommune","Telemark","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mile-rfd.no","mile-rfd.no","http://www.mile-rfd.no","","Nedre Eiker Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"miljopartnersor.no","miljopartnersor.no","http://miljopartnersor.no","","Lillesand og Birkenes Interkommunale Renovasjonsselskap Libir Iks","Aust-Agder","Yes","dotgov","No","No","No","","","","","","No"
"miljosondag.no","miljosondag.no","http://miljosondag.no","","Stavanger Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"miljostatus-suldal.no","miljostatus-suldal.no","http://www.miljostatus-suldal.no","","Suldal Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"min-arbeidsplass.no","min-arbeidsplass.no","http://min-arbeidsplass.no","","Birkenes Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"min-kommune.no","min-kommune.no","http://min-kommune.no","","Birkenes Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"min-nye-kommune.no","min-nye-kommune.no","http://min-nye-kommune.no","","Time Kommune","Rogaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"minarbeidsplass.no","minarbeidsplass.no","http://minarbeidsplass.no","","Birkenes Kommune","Aust-Agder","No","dotgov","No","No","No","","","","","","No"
"minising.no","minising.no","http://minising.no","","Tromøy Sokn","Aust-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"ministortinget.no","ministortinget.no","http://www.ministortinget.no","","Vest-Agder Fylkeskommune","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"minklubb.no","minklubb.no","http://minklubb.no","","Oslo Kommune Bydel 13 Østensjø","Oslo","No","dotgov","No","No","No","","","","","","No"
"minkulturskole.no","minkulturskole.no","http://www.minkulturskole.no","","Indre Østfold Data Iks","Østfold","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"minnefondet.no","minnefondet.no","http://minnefondet.no","","Bodø Kirkelige Fellesråd","Nordland","No","dotgov","No","No","No","","","","","","No"
"minnekultursenter.no","minnekultursenter.no","http://www.minnekultursenter.no","","Åseral Kommune","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"minnyekommune.no","minnyekommune.no","http://www.minnyekommune.no","","Time Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"minosloskole.no","minosloskole.no","http://minosloskole.no","","Oslo Kommune Utdanningsetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"mintweb.no","mintweb.no","http://mintweb.no","","Nord-Trøndelag Fylkeskommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"minvilvite.no","minvilvite.no","http://minvilvite.no","","Bergen Vitensenter AS","Hordaland","No","dotgov","No","No","No","","","","","","No"
"miraiks.no","miraiks.no","http://miraiks.no","","Midtre Romerike Avløpsselskap - Mira Iks","Akershus","No","dotgov","No","No","No","","","","","","No"
"misk.no","misk.no","http://misk.no","","Sandefjord Kirkelige Fellesråd","Vestfold","No","dotgov","No","No","No","","","","","","No"
"mitt-nye-jaeren.no","mitt-nye-jaeren.no","http://mitt-nye-jaeren.no","","Time Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"mittasnes.no","mittasnes.no","http://mittasnes.no","","Åsnes Kommune","Hedmark","No","dotgov","No","No","No","","","","","","No"
"mittgronneoslo.no","mittgronneoslo.no","http://mittgronneoslo.no","","Oslo Kommune Bymiljøetaten","Oslo","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mittnabolag.no","mittnabolag.no","http://mittnabolag.no","","Bymenigheten-Sandnes","Rogaland","No","dotgov","No","No","Yes","No","Yes","No","No","No","No"
"mittnordhordland.no","mittnordhordland.no","http://mittnordhordland.no","","Meland Kommune","Hordaland","No","dotgov","No","No","No","","","","","","No"
"mittnumedal.no","mittnumedal.no","http://mittnumedal.no","","Numedalsutvikling Iks","Buskerud","No","dotgov","No","No","No","","","","","","No"
"mittnyejaeren.no","mittnyejaeren.no","http://mittnyejaeren.no","","Time Kommune","Rogaland","No","dotgov","No","No","No","","","","","","No"
"mivanor.no","mivanor.no","https://www.mivanor.no","","Iris Salten Iks","Nordland","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"mjaavatnbrygga.no","mjaavatnbrygga.no","http://mjaavatnbrygga.no","","Stiftelsen Helgeland Museum","Nordland","No","dotgov","No","No","No","","","","","","No"
"mjondalenkirken.no","mjondalenkirken.no","http://mjondalenkirken.no","","Nedre Eiker Kirkelige Fellesråd","Buskerud","No","dotgov","No","No","No","","","","","","No"
"mjoslab.no","mjoslab.no","https://www.mjoslab.no","","Mjøslab Iks","Oppland","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mk-breivika.no","mk-breivika.no","http://mk-breivika.no","","Troms Fylkeskommune Utdanningsetaten","Troms","No","dotgov","No","No","No","","","","","","No"
"mkpensjon.no","mkpensjon.no","http://mkpensjon.no","","Moss Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"mktiller.no","mktiller.no","http://mktiller.no","","Sør-Trøndelag Fylkeskommune","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mmhb.no","mmhb.no","http://www.mmhb.no","","Mysen Sokn","Østfold","No","dotgov","No","No","No","","","","","","No"
"mnrr.no","mnrr.no","http://mnrr.no","","Midtre Namdal Samkommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mnrt.no","mnrt.no","http://mnrt.no","","Verdal Kommune","Nord-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"mnsk.no","mnsk.no","http://mnsk.no","","Midtre Namdal Samkommune","Nord-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"mnskole.no","mnskole.no","http://www.mnskole.no","","Midtre Namdal Samkommune","Nord-Trøndelag","Yes","dotgov","No","No","No","","","","","","No"
"moasvommehall.no","moasvommehall.no","http://moasvommehall.no","","Ålesund Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"mobil-parkering.no","mobil-parkering.no","http://mobil-parkering.no","","Tønsberg Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"mobil.kristiansund.no","mobil.kristiansund.no","http://mobil.kristiansund.no","","Kristiansund Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"mobilformidling.no","mobilformidling.no","https://mobilformidling.no","","Østfoldmuseene","Østfold","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mobilvikar.no","mobilvikar.no","http://www.mobilvikar.no","","Kristiansand Kommune","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"modalen.kommune.no","modalen.kommune.no","http://www.modalen.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"modum.kommune.no","modum.kommune.no","https://www.modum.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"modumkirke.no","modumkirke.no","http://modumkirke.no","","Modum Sokn","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"moenaskim.no","moenaskim.no","http://www.moenaskim.no","","Askim Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"moholtkrematorium.no","moholtkrematorium.no","http://www.moholtkrematorium.no","","Kirkelig Fellesråd I Trondheim","Sør-Trøndelag","No","dotgov","No","No","No","","","","","","No"
"molde-bibliotek.no","molde-bibliotek.no","http://molde-bibliotek.no","","Molde Kommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"molde.kommune.no","molde.kommune.no","http://www.molde.kommune.no","","","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"moldebadet.no","moldebadet.no","http://www.moldebadet.no","","Moldebadet Kf","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"moldebrannvesen.no","moldebrannvesen.no","http://moldebrannvesen.no","","Molde Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"moldekirkegaarder.no","moldekirkegaarder.no","http://moldekirkegaarder.no","","Molde Kirkelige Fellesråd","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"momentum.no","momentum.no","http://www.momentum.no","","Punkt Ø AS","Østfold","No","dotgov","No","No","No","","","","","","No"
"momentumbiennalen.no","momentumbiennalen.no","http://momentumbiennalen.no","","Punkt Ø AS","Østfold","No","dotgov","No","No","No","","","","","","No"
"momentumkunsthall.no","momentumkunsthall.no","http://momentumkunsthall.no","","Punkt Ø AS","Østfold","No","dotgov","No","No","No","","","","","","No"
"mon.no","mon.no","http://www.mon.no","","Mosjøen og Omegn Næringsselskap Kf","Nordland","No","dotgov","No","No","No","","","","","","No"
"moonlight.no","moonlight.no","http://www.moonlight.no","","Vennesla Kommune","Vest-Agder","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"morell1.no","morell1.no","http://morell1.no","","Oslo Kommune Utdanningsetaten","Oslo","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"morgendagensomsorg.no","morgendagensomsorg.no","http://morgendagensomsorg.no","","Kongsvinger Kommune","Hedmark","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"morgendagensskole.no","morgendagensskole.no","http://www.morgendagensskole.no","","Kongsvinger Kommune","Hedmark","No","dotgov","No","No","No","","","","","","No"
"mormid.no","mormid.no","http://mormid.no","","Horten Havnevesen","Vestfold","No","dotgov","No","No","No","","","","","","No"
"morrotur.no","morrotur.no","http://morrotur.no","","Møre og Romsdal Fylkeskommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"morsmalsdagen.no","morsmalsdagen.no","http://morsmalsdagen.no","","Oslo Kommune Kulturetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"mortensrud.no","mortensrud.no","http://mortensrud.no","","Mortensrud Sokn","Oslo","Yes","dotgov","No","No","No","","","","","","No"
"mortenstua.no","mortenstua.no","http://mortenstua.no","","Mortenstua Skole Iks","Østfold","No","dotgov","No","No","No","","","","","","No"
"mortetjernbarnehage.no","mortetjernbarnehage.no","http://mortetjernbarnehage.no","","Nittedal Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"mosjoen-oppvekstsenter.no","mosjoen-oppvekstsenter.no","http://mosjoen-oppvekstsenter.no","","Vefsn Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mosjoen-skole.no","mosjoen-skole.no","http://mosjoen-skole.no","","Vefsn Kommune","Nordland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"mosjoenkino.no","mosjoenkino.no","http://mosjoenkino.no","","Vefsn Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"mosjoenkulturhus.no","mosjoenkulturhus.no","http://www.mosjoenkulturhus.no","","Vefsn Kommune","Nordland","No","dotgov","No","No","No","","","","","","No"
"moskenes.folkebibl.no","moskenes.folkebibl.no","http://www.moskenes.folkebibl.no","","Moskenes Kommune","Nordland","Yes","dotgov","No","No","No","","","","","","No"
"moskenes.kommune.no","moskenes.kommune.no","https://moskenes.kommune.no","","","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"moss.kommune.no","moss.kommune.no","https://www.moss.kommune.no","","","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"mossbibliotek.no","mossbibliotek.no","http://www.mossbibliotek.no","","Moss Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"mossekonvensjonen1814.no","mossekonvensjonen1814.no","http://mossekonvensjonen1814.no","","Moss Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"mosseregionen.no","mosseregionen.no","http://mosseregionen.no","","Råde Kommune","Østfold","No","dotgov","No","No","No","","","","","","No"
"mosskirke.no","mosskirke.no","http://mosskirke.no","","Moss Kirkelige Fellesråd","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"mosskrisesenter.no","mosskrisesenter.no","http://mosskrisesenter.no","","Krisesenteret I Moss Iks","Østfold","No","dotgov","No","No","No","","","","","","No"
"mosslegevakt.no","mosslegevakt.no","http://www.mosslegevakt.no","","Moss Kommune","Østfold","Yes","dotgov","No","No","No","","","","","","No"
"mosteroy.gs.rl.no","mosteroy.gs.rl.no","http://www.mosteroy.gs.rl.no","","Rennesøy Kommune","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"mosvik.kommune.no","mosvik.kommune.no","http://mosvik.kommune.no","","","","No","dotgov","No","No","No","","","","","","No"
"movar.no","movar.no","https://movar.no","","Movar Iks","Østfold","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"movariks.no","movariks.no","http://movariks.no","","Movar Iks","Østfold","No","dotgov","No","No","No","","","","","","No"
"mpsor.no","mpsor.no","http://mpsor.no","","Lillesand og Birkenes Interkommunale Renovasjonsselskap Libir Iks","Aust-Agder","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"mr.fylkesbibl.no","mr.fylkesbibl.no","http://mr.fylkesbibl.no","","Møre og Romsdal Fylkeskommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"mrbr.no","mrbr.no","http://mrbr.no","","Romsdal Interkommunale Utvalg Mot Akutt Forurensning (Riua)","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"mrfk.no","mrfk.no","http://mrfk.no","","Møre og Romsdal Fylkeskommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"mrfylke.no","mrfylke.no","https://mrfylke.no","","Møre og Romsdal Fylkeskommune","Møre og Romsdal","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mrvgs.no","mrvgs.no","http://www.mrvgs.no","","Møre og Romsdal Fylkeskommune","Møre og Romsdal","Yes","dotgov","No","No","No","","","","","","No"
"mryrke.no","mryrke.no","http://mryrke.no","","Møre og Romsdal Fylkeskommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"mtklima.no","mtklima.no","http://mtklima.no","","Sauherad Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"mtmu.no","mtmu.no","http://mtmu.no","","Stiftelsen Midt-Troms Museum","Troms","No","dotgov","No","No","No","","","","","","No"
"mtskole.no","mtskole.no","http://mtskole.no","","Bø Kommune","Telemark","Yes","dotgov","No","No","No","","","","","","No"
"muho.no","muho.no","http://www.muho.no","","Stiftinga Museumssenteret I Hordaland","Hordaland","No","dotgov","No","No","No","","","","","","No"
"munch.museum.no","munch.museum.no","http://munch.museum.no","","Oslo Kommune Munchmuseet","Oslo","No","dotgov","No","No","No","","","","","","No"
"munchblog.no","munchblog.no","http://www.munchblog.no","","Oslo Kommune Munchmuseet","Oslo","No","dotgov","No","No","No","","","","","","No"
"munchbywarhol.no","munchbywarhol.no","http://munchbywarhol.no","","Vestfoldmuseene Iks","Vestfold","No","dotgov","No","No","No","","","","","","No"
"munchfestival.no","munchfestival.no","http://www.munchfestival.no","","Oslo Kommune Munchmuseet","Oslo","Yes","dotgov","No","No","No","","","","","","No"
"munchivaga.no","munchivaga.no","http://www.munchivaga.no","","Vågå Kommune","Oppland","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"munchmuseet.no","munchmuseet.no","http://munchmuseet.no","","Oslo Kommune Munchmuseet","Oslo","No","dotgov","No","No","No","","","","","","No"
"munchmuseum.no","munchmuseum.no","http://munchmuseum.no","","Oslo Kommune Munchmuseet","Oslo","Yes","dotgov","No","No","No","","","","","","No"
"munchshus.no","munchshus.no","http://www.munchshus.no","","Vestfoldmuseene Iks","Vestfold","No","dotgov","No","No","No","","","","","","No"
"munor.no","munor.no","http://munor.no","","Musikkselskapet Nordvegen AS","Rogaland","No","dotgov","No","No","No","","","","","","No"
"muriparken.no","muriparken.no","http://www.muriparken.no","","Norddal Kommune","Møre og Romsdal","No","dotgov","No","No","No","","","","","","No"
"museumhgs.no","museumhgs.no","http://museumhgs.no","","Stokke Kommune","Vestfold","No","dotgov","No","No","No","","","","","","No"
"museumlofoten.no","museumlofoten.no","http://museumlofoten.no","","Stiftelsen Museum Nord","Nordland","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"museumnord.no","museumnord.no","http://www.museumnord.no","","Stiftelsen Museum Nord","Nordland","No","dotgov","No","No","No","","","","","","No"
"museumsetikk.no","museumsetikk.no","http://museumsetikk.no","","Vest-Agder-Museet Iks","Vest-Agder","Yes","dotgov","No","No","No","","","","","","No"
"museumshavn.no","museumshavn.no","http://museumshavn.no","","Vest-Agder-Museet Iks","Vest-Agder","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"museumslosen.no","museumslosen.no","http://museumslosen.no","","Stiftelsen Museum Vest","Hordaland","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"museumvest.no","museumvest.no","http://museumvest.no","","Stiftelsen Museum Vest","Hordaland","No","dotgov","No","No","No","","","","","","No"
"musikkbiblioteket.no","musikkbiblioteket.no","http://musikkbiblioteket.no","","Stavanger Kommune","Rogaland","Yes","dotgov","No","No","No","","","","","","No"
"musikkbyenskien.no","musikkbyenskien.no","http://musikkbyenskien.no","","Skien Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"musikkdansdrama.no","musikkdansdrama.no","http://musikkdansdrama.no","","Troms Fylkeskommune","Troms","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"musikkfestskien.no","musikkfestskien.no","http://musikkfestskien.no","","Skien Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"musikkfesttromso.no","musikkfesttromso.no","http://www.musikkfesttromso.no","","Tromsø Kommune","Troms","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"musikkflekken.no","musikkflekken.no","","","Bærum Kommune","Akershus","Yes","dotgov","No","No","No","","","","","","No"
"musikkhylla.no","musikkhylla.no","http://musikkhylla.no","","Oslo Kommune Kulturetaten","Oslo","No","dotgov","No","No","No","","","","","","No"
"musikkiskien.no","musikkiskien.no","http://musikkiskien.no","","Skien Kommune","Telemark","No","dotgov","No","No","No","","","","","","No"
"musikkislemmestad.no","musikkislemmestad.no","http://musikkislemmestad.no","","Røyken Kirkelige Fellesråd","Buskerud","No","dotgov","No","No","No","","","","","","No"
"musikkitroms.no","musikkitroms.no","http://www.musikkitroms.no","","Troms Fylkeskommune Kulturetaten","Troms","Yes","dotgov","No","No","No","","","","","","No"
"musikkteateretkongsberg.no","musikkteateretkongsberg.no","http://www.musikkteateretkongsberg.no","","Kongsberg Kommune","Buskerud","No","dotgov","No","No","No","","","","","","No"
"musikkteateretkrona.no","musikkteateretkrona.no","http://www.musikkteateretkrona.no","","Kongsberg Kommune","Buskerud","Yes","dotgov","No","No","No","","","","","","No"
"musikul.no","musikul.no","https://www.musikul.no","","Lørenskog Kommune","Akershus","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
